id;view;wing;side;A_wing
EL75596;V;Post;d;709621.0
EL72734;D;Ant;d;709446.0
EL72445;V;Post;d;709353.5
ACC0102;D;Ant;d;709290.0
EL75385;D;Ant;g;709028.0
ACC0186;V;Ant;d;708815.0
EL75526;V;Post;d;708472.0
EL72720;D;Ant;g;708299.5
EL75526;D;Post;d;708100.5
EL43240;D;Ant;d;707507.0
ACC0086;D;Post;g;707497.5
EL75592;V;Ant;g;707356.0
EL75522;V;Ant;d;707122.5
EL72591;D;Post;d;706915.5
EL75706;V;Post;d;706844.0
EL75373;D;Ant;g;706446.0
EL72499;D;Ant;g;706313.0
ACC0086;V;Post;g;706310.0
EL75578;V;Ant;g;706213.0
EL72740;D;Ant;d;706173.0
EL72535;D;Ant;d;706039.0
EL72702;D;Post;g;705656.5
EL72625;D;Ant;d;705505.0
EL43178;D;Ant;g;705364.5
EL43219;D;Post;d;705351.5
EL75565;V;Post;g;705047.5
EL43247;D;Ant;g;704707.0
EL72591;V;Post;d;704704.5
EL75560;V;Ant;g;703743.0
EL75358;D;Ant;d;703716.5
EL72742;V;Ant;d;703546.0
EL72530;D;Ant;g;703525.0
EL75515;D;Post;g;703285.0
EL75706;D;Post;d;703184.0
EL75565;D;Post;g;703166.5
EL75515;V;Post;g;702903.0
EL72705;D;Ant;g;702621.0
EL72531;V;Ant;g;702242.0
EL75525;D;Ant;g;702051.5
EL75664;V;Post;d;701834.0
EL75568;V;Ant;g;701550.0
EL72696;V;Post;d;701533.0
EL72696;D;Post;d;701381.5
EL43195;D;Post;d;700466.0
EL72566;D;Post;d;699764.5
EL43230;V;Ant;g;699616.5
EL72639;V;Post;g;699437.0
EL43195;V;Post;d;699251.5
EL75520;D;Ant;g;699196.5
EL72694;D;Ant;d;698955.0
EL75664;D;Post;d;697476.0
EL72689;V;Ant;g;697187.5
EL72454;D;Post;d;696800.0
EL72584;D;Post;d;696570.0
EL72484;D;Post;g;696248.0
EL72523;V;Post;g;696192.0
EL43154;D;Ant;d;695637.5
EL72529;D;Ant;g;695346.5
ACC0326;D;Ant;g;695199.0
EL72566;V;Post;d;694572.5
EL43228;D;Ant;d;694526.0
EL75702;D;Ant;g;694256.0
ACC0059;D;Post;g;694242.5
EL72739;D;Ant;d;694215.0
EL72523;D;Post;g;694065.0
EL72484;V;Post;g;693997.0
EL72633;V;Ant;d;693946.0
EL75528;V;Post;g;693405.0
EL43166;V;Ant;d;693322.5
ACC0006;D;Ant;g;693312.5
ACC0025;V;Ant;d;692479.5
EL72597;D;Post;d;692465.5
EL72722;D;Ant;g;692277.0
EL72724;V;Ant;g;692049.5
ACC0035;V;Post;g;691565.5
EL72525;V;Ant;g;691339.5
ACC0059;V;Post;g;691111.0
EL72662;V;Ant;g;691092.0
EL75659;D;Ant;g;690964.5
EL72642;D;Ant;g;690809.0
EL72488;D;Ant;d;690646.5
EL75611;V;Ant;g;690630.5
EL43208;D;Ant;d;690541.0
EL72640;V;Post;g;690441.0
EL72451;V;Ant;g;690302.5
EL72710;D;Ant;g;690202.5
EL75672;D;Ant;g;690202.5
EL75527;V;Ant;d;690169.5
EL75528;D;Post;g;689844.0
EL72584;V;Post;d;689619.5
ACC0035;D;Post;g;689350.5
ACC0382;D;Ant;g;688821.5
EL72411;D;Post;d;688704.0
EL75396;V;Ant;g;688624.0
EL72715;V;Post;d;688573.0
EL75359;D;Ant;d;688160.0
EL72454;V;Post;d;687804.5
EL75705;V;Ant;g;687798.5
EL72597;V;Post;d;687547.5
EL72489;V;Ant;d;687327.5
EL72656;V;Post;g;687198.0
EL72639;D;Post;g;687187.5
EL72533;D;Ant;g;687149.5
EL75334;D;Ant;g;686915.5
EL75677;V;Post;g;686896.0
EL75677;D;Post;g;686589.5
EL72474;D;Ant;g;686557.0
EL75320;V;Ant;d;686309.5
ACC0400;D;Post;d;686075.0
EL72473;D;Ant;d;686040.0
EL72429;D;Post;d;685805.0
EL72609;D;Post;g;685665.5
ACC0325;D;Ant;g;685475.5
EL75380;D;Ant;d;685449.5
EL43219;V;Post;d;685270.5
EL75532;D;Post;g;685121.0
EL43222;V;Ant;g;685108.0
EL75668;D;Ant;d;685096.5
EL75561;V;Post;d;684855.0
EL72651;V;Ant;g;684714.0
EL72715;D;Post;d;684574.0
EL72656;D;Post;g;684398.5
EL72749;V;Ant;g;684315.0
EL43239;V;Ant;d;684105.5
EL43229;D;Ant;d;684086.5
EL72733;V;Ant;d;683466.5
EL72491;V;Ant;g;683231.5
EL72429;V;Post;d;683166.0
EL75561;D;Post;d;682714.5
EL72609;V;Post;g;682695.5
EL75372;D;Ant;g;682626.5
ACC0400;V;Post;d;682208.0
EL72663;V;Ant;g;682026.5
EL75309;V;Ant;d;681998.5
EL72411;V;Post;d;681929.0
EL72747;D;Ant;d;681687.5
EL75725;D;Ant;d;681445.0
EL43205;D;Ant;d;681311.0
EL72501;D;Ant;g;681292.5
EL72640;D;Post;g;681184.0
EL75500;D;Ant;g;680978.0
EL75730;D;Ant;d;680565.0
EL75323;D;Ant;d;680378.5
EL72657;V;Post;g;679986.5
EL43217;D;Post;g;679932.0
EL72658;D;Post;g;679885.5
EL72644;V;Ant;d;679880.5
EL43181;D;Ant;d;679856.5
EL72658;V;Post;g;679609.0
EL43217;V;Post;g;679605.0
ACC0401;V;Ant;g;679493.0
ACC0182;V;Ant;d;679319.0
ACC0130;D;Ant;g;679262.5
EL72492;D;Post;d;678955.0
EL72657;D;Post;g;678858.5
EL72498;V;Ant;g;678677.5
ACC0033;D;Post;g;678512.0
EL72631;D;Ant;d;678091.0
EL43234;D;Ant;d;678006.5
EL72517;D;Post;g;677760.5
EL72595;D;Post;d;677470.5
EL75683;D;Ant;d;677107.0
EL72641;V;Ant;d;677048.5
ACC0134;D;Ant;g;676908.5
EL72546;D;Ant;d;676834.0
EL75570;D;Ant;g;676645.0
EL43193;D;Post;g;676427.0
EL72517;V;Post;g;675925.5
EL72543;D;Ant;d;675838.5
EL75678;D;Ant;g;675782.5
ACC0007;V;Ant;d;675770.0
EL72677;V;Ant;g;675729.5
EL75742;D;Ant;g;675510.0
EL72413;D;Ant;g;675403.5
EL75558;D;Ant;g;675346.0
ACC0103;V;Ant;d;675163.0
EL75527;V;Post;d;675153.5
EL72595;V;Post;d;674883.0
EL72700;D;Ant;g;674883.0
EL72492;V;Post;d;674722.0
ACC0044;D;Ant;g;674489.0
EL72547;D;Ant;d;674332.0
ACC0033;V;Post;g;674279.0
EL75527;D;Post;d;674043.5
ACC0126;D;Ant;g;673975.5
EL75670;D;Ant;d;673918.5
EL75573;D;Ant;g;673827.5
EL75532;V;Post;g;673748.0
ACC0183;V;Ant;g;673372.5
EL75567;V;Ant;g;673232.5
EL43248;D;Ant;g;672907.5
EL43209;D;Ant;d;672597.0
EL72588;V;Ant;d;672583.0
EL72695;D;Post;g;672517.5
EL75516;V;Post;d;671206.0
EL72498;V;Post;g;671103.5
ACC0052;D;Post;d;670559.0
EL43173;V;Ant;g;670390.5
EL75562;V;Post;d;669938.5
EL72705;V;Ant;g;669932.5
EL72477;D;Ant;g;669896.5
EL75667;D;Ant;g;669648.0
EL72498;D;Post;g;669645.0
EL75673;D;Post;d;669587.0
EL75531;D;Post;g;669431.5
EL72565;D;Post;d;669272.5
EL75393;D;Ant;d;668916.5
EL75560;D;Post;g;668628.0
ACC0052;V;Post;d;668571.5
EL72738;V;Ant;g;668526.5
EL72493;V;Ant;g;668518.0
EL75673;V;Post;d;668460.5
EL72569;D;Post;d;668331.5
EL75642;D;Ant;g;668078.5
EL75385;V;Ant;g;667962.0
EL75707;V;Post;d;667734.0
EL72527;D;Ant;g;667697.0
EL72695;V;Post;g;667449.5
ACC0377;V;Ant;g;667116.5
ACC0399;V;Ant;g;667080.5
EL72569;V;Post;d;666904.0
EL75560;V;Post;g;666824.0
EL75692;V;Post;d;666284.0
EL75662;V;Post;d;666059.5
EL72565;V;Post;d;665994.0
EL72471;D;Ant;g;665819.5
EL72723;V;Ant;g;665522.0
EL72741;V;Ant;g;665255.5
EL43193;V;Post;g;665120.0
ACC0376;D;Ant;g;665084.5
EL75509;D;Ant;d;665052.5
EL72453;D;Post;g;664564.0
EL72600;D;Post;d;664420.0
EL43154;V;Ant;d;664331.0
EL72410;V;Ant;d;664260.0
EL75516;D;Post;d;664235.5
EL75374;D;Ant;g;664158.5
EL75707;D;Post;d;663931.0
EL75567;D;Post;g;663375.5
EL75692;D;Post;d;663188.0
ACC0206;V;Ant;g;663168.0
EL72582;D;Ant;g;663137.5
EL72708;D;Ant;g;663034.0
EL72624;D;Ant;d;663025.5
EL75531;V;Post;g;663003.5
EL72453;V;Post;g;662855.5
EL75521;V;Ant;g;662747.0
EL75631;D;Ant;g;662677.5
ACC0055;V;Post;d;662550.0
EL75662;D;Post;d;662408.5
EL75381;D;Ant;g;661984.5
EL72555;D;Ant;g;661639.0
EL72637;D;Ant;d;661542.0
EL75503;V;Ant;d;661492.0
EL72539;D;Ant;d;661326.5
EL72716;V;Ant;d;661015.5
EL72496;V;Post;g;660797.5
EL72590;V;Post;d;660571.0
EL43237;V;Ant;d;660477.5
EL75567;V;Post;g;660412.5
EL75665;V;Ant;d;660399.0
EL75611;D;Post;g;660242.5
EL72697;D;Ant;d;660170.5
EL72490;D;Post;d;660131.5
EL72490;V;Post;d;660065.0
EL72496;D;Post;g;659883.5
EL72693;D;Ant;g;659878.5
EL75745;D;Ant;d;659877.0
EL75606;D;Ant;g;659689.0
EL75575;D;Ant;g;658787.5
ACC0055;D;Post;d;658772.0
EL75519;D;Ant;d;658739.5
EL75383;D;Ant;g;658490.5
EL72587;D;Post;d;658337.0
EL72590;D;Post;d;658221.5
ACC0006;V;Ant;g;658181.5
EL75611;V;Post;g;657861.0
EL43183;V;Ant;g;657384.0
EL43190;V;Ant;d;656969.5
EL75384;V;Ant;g;656714.0
EL72497;V;Ant;g;656308.5
EL72583;D;Post;d;656108.0
EL72515;D;Ant;g;656013.5
EL72707;D;Ant;g;656008.5
EL72600;V;Post;d;655967.5
EL75393;V;Ant;d;655886.0
EL75562;D;Post;d;655814.0
EL72695;V;Ant;g;655505.5
EL72643;V;Ant;g;655450.5
EL72635;D;Ant;d;655223.0
ACC0336;V;Ant;g;655218.5
EL43240;V;Ant;d;655068.5
EL72587;V;Post;d;654601.5
EL75718;D;Ant;d;654201.5
EL75691;V;Post;d;654031.0
EL43186;V;Ant;d;654013.5
EL72733;V;Post;d;653790.5
EL75523;D;Ant;g;653751.5
EL72644;V;Post;d;653124.0
EL75572;D;Ant;g;652954.0
EL75641;D;Ant;g;652832.0
EL72583;V;Post;d;652746.0
EL72632;D;Ant;g;652651.0
ACC0398;V;Ant;d;652643.0
EL72522;D;Post;d;652419.0
EL72494;V;Ant;d;651998.5
ACC0111;D;Ant;d;651909.0
EL72428;V;Ant;d;651733.5
EL72581;D;Ant;d;651730.0
ACC0003;D;Ant;g;651655.5
EL75564;V;Ant;d;651530.0
EL75502;V;Ant;d;651410.5
EL72710;V;Ant;g;651370.0
EL72522;V;Post;d;651280.5
EL43155;D;Ant;g;650562.5
EL43149;D;Ant;g;650476.5
EL75709;V;Post;d;650459.0
EL72594;D;Post;d;650444.0
EL75566;V;Ant;g;650151.0
EL72563;D;Post;d;650110.5
ACC0005;D;Ant;d;649881.5
EL75557;D;Ant;g;649779.5
EL72563;V;Post;d;649682.0
EL72733;D;Post;d;649661.0
EL43165;D;Ant;g;649659.5
EL75691;D;Post;d;649535.0
ACC0110;D;Ant;g;649400.0
ACC0004;V;Ant;d;649334.5
EL72677;D;Post;g;649164.5
EL75709;D;Post;d;649082.0
EL75382;D;Ant;d;648942.0
EL75514;D;Ant;d;648610.5
ACC0203;D;Ant;d;648599.0
EL75702;V;Ant;g;648568.5
EL72499;V;Post;g;648430.5
EL72677;V;Post;g;648378.5
EL75612;V;Ant;g;648230.5
EL75710;D;Ant;d;647531.5
ACC0261;D;Ant;g;647419.0
ACC0208;V;Ant;g;647068.5
EL43106;D;Ant;d;646889.0
EL75518;D;Ant;d;646496.5
EL72709;D;Ant;g;646404.0
EL72586;D;Ant;d;646338.5
EL72644;D;Post;d;645990.5
EL72446;D;Post;g;645863.5
ACC0030;D;Post;g;645766.5
EL75306;D;Ant;g;645572.0
EL72564;D;Post;g;645305.0
EL72594;V;Post;d;645290.5
EL75694;V;Post;d;645253.5
EL75674;V;Ant;d;645245.5
EL75728;V;Ant;d;645126.5
EL43145;D;Ant;g;644978.0
EL75373;V;Ant;g;644904.5
EL75505;D;Post;d;644863.5
EL43214;D;Ant;d;644546.5
EL43164;D;Ant;d;644343.0
EL72432;V;Post;d;643981.5
EL75335;D;Ant;g;643699.0
EL72432;D;Post;d;643669.0
ACC0397;D;Ant;d;643060.5
EL72585;D;Post;g;643057.5
EL72446;V;Post;g;642960.0
EL72546;D;Post;d;642939.5
EL72560;D;Ant;g;642844.5
EL72554;D;Ant;d;642719.5
EL75505;V;Post;d;642696.0
EL43105;D;Ant;g;642635.0
EL75694;D;Post;d;642558.0
EL72532;V;Ant;d;642455.5
EL43144;D;Ant;d;642271.5
ACC0030;V;Post;g;642165.5
EL72546;V;Post;d;641618.0
EL43191;V;Ant;d;641507.5
EL72500;V;Ant;d;641353.0
EL72473;D;Post;d;641266.5
EL75569;V;Ant;g;641234.5
EL72534;D;Ant;d;641183.5
EL72499;D;Post;g;641171.0
EL43131;V;Post;g;641063.0
EL43122;D;Ant;g;640911.0
EL43228;V;Ant;d;640827.5
EL72721;V;Ant;d;640669.5
EL72564;V;Post;g;640639.0
ACC0024;D;Post;g;640441.5
EL72712;V;Ant;d;640420.5
EL72713;V;Ant;g;640412.0
EL72585;V;Post;g;639931.0
EL75697;D;Ant;d;639693.5
EL72703;D;Post;g;639465.0
EL75392;D;Ant;d;639138.0
EL43212;D;Ant;g;639113.5
EL43181;D;Post;d;638700.0
EL75690;D;Ant;d;638563.5
EL72528;D;Ant;g;638435.0
EL72734;V;Ant;d;638243.0
EL43174;V;Ant;d;638099.0
ACC0187;V;Ant;g;637843.0
EL72501;V;Ant;g;637549.5
EL72703;V;Post;g;637241.5
EL72628;D;Ant;d;637138.0
EL43204;V;Ant;g;637077.5
EL72531;V;Post;g;637046.5
ACC0392;D;Ant;g;636929.0
EL72714;D;Ant;g;636852.0
EL75744;D;Ant;d;636702.0
ACC0024;V;Post;g;636593.5
EL72495;V;Ant;d;636302.0
EL72472;V;Ant;d;636139.0
EL75347;V;Ant;d;635919.5
EL72601;V;Post;d;635875.5
EL72642;V;Ant;g;635425.0
EL72633;V;Post;d;635382.0
EL75738;D;Ant;g;635328.0
EL75568;V;Post;g;635236.5
EL75694;V;Ant;d;635172.5
EL75608;V;Ant;g;635124.5
EL72601;D;Post;d;634856.0
EL75667;V;Ant;g;634827.5
EL72625;V;Ant;d;634455.5
EL75402;D;Ant;g;634351.0
EL72531;D;Post;g;633911.0
EL72687;D;Post;d;633875.0
ACC0335;V;Ant;g;633624.0
EL75735;D;Ant;d;632681.0
EL72630;D;Ant;g;632671.0
EL75718;V;Ant;d;632660.0
ACC0209;D;Ant;g;632486.5
EL43223;D;Ant;g;632308.5
EL72448;D;Ant;g;632299.0
EL75361;D;Ant;d;631745.0
EL72558;D;Ant;d;631658.0
EL72607;V;Ant;d;631094.0
EL72574;D;Ant;d;630656.5
EL43181;V;Post;d;630060.5
EL72473;V;Ant;d;629893.0
EL72716;D;Post;d;629303.5
EL72687;V;Post;d;629108.5
EL43196;V;Post;g;629023.0
EL72674;V;Post;d;628937.0
EL75568;D;Post;g;628674.5
ACC0326;V;Ant;g;628438.0
EL72694;V;Ant;d;628425.5
EL75372;V;Ant;g;627959.0
EL43182;D;Post;d;627896.5
EL75598;D;Ant;g;627806.5
EL72716;V;Post;d;627450.5
ACC0044;V;Ant;g;627124.5
EL72739;V;Ant;d;627098.5
EL72623;D;Ant;d;626961.0
EL72568;D;Post;d;626942.5
EL72491;D;Post;g;626941.5
EL72582;V;Ant;g;626902.5
EL43143;D;Ant;g;626830.0
EL43131;D;Post;g;626489.0
EL43243;D;Ant;d;626327.0
EL72743;D;Post;d;626291.0
EL75631;V;Ant;g;626245.5
EL43178;V;Ant;g;625973.5
EL75672;V;Ant;g;625883.5
EL75592;V;Post;g;625806.5
EL72674;D;Post;d;625780.5
EL72589;D;Post;g;625767.5
EL75683;V;Ant;d;625754.5
EL72568;V;Post;d;625631.0
EL75659;V;Ant;g;625480.0
EL75525;V;Ant;g;625428.5
EL43181;V;Ant;d;625305.5
ACC0147;D;Ant;d;625233.5
EL72743;V;Post;d;625075.5
EL75576;D;Ant;g;625022.5
EL43168;D;Ant;g;624947.0
EL72553;D;Ant;d;624865.5
EL43196;D;Post;g;624638.5
EL75682;D;Ant;d;624556.5
EL43171;D;Ant;d;624438.5
EL75716;V;Ant;g;624299.0
EL43186;D;Post;d;624230.5
EL75725;V;Ant;d;624224.5
EL72491;V;Post;g;623819.5
ACC0333;D;Ant;g;623665.0
ACC0062;D;Post;d;623621.0
ACC0325;V;Ant;g;623483.0
EL75743;V;Ant;d;623229.5
EL75668;V;Ant;d;623160.0
EL75320;V;Post;d;623040.0
EL43182;V;Post;d;622780.5
ACC0334;V;Ant;g;622529.5
ACC0062;V;Post;d;622506.5
EL72413;V;Ant;g;622370.5
EL72700;V;Ant;g;622204.0
EL43186;V;Post;d;621780.0
EL72746;D;Post;d;621655.5
EL75380;V;Ant;d;621366.0
EL75597;D;Ant;d;621311.0
EL72633;D;Post;d;621279.5
EL75670;V;Ant;d;620964.5
EL75704;D;Ant;d;620943.5
EL75691;V;Ant;d;620805.0
ACC0399;D;Post;g;620436.5
EL43129;D;Post;g;620400.0
EL75577;V;Ant;d;620363.5
EL75336;V;Ant;d;620181.5
EL75577;V;Post;d;619893.5
EL72589;V;Post;g;619753.0
EL72593;D;Post;d;619630.5
EL72746;V;Post;d;619532.5
EL75366;D;Ant;g;619513.0
EL75362;D;Ant;g;619394.5
EL72722;V;Ant;g;619269.5
EL72734;D;Post;d;618664.5
EL75689;D;Ant;d;618350.5
EL43166;D;Post;d;618350.0
ACC0383;D;Ant;d;618085.0
EL75692;V;Ant;d;617896.0
EL72524;D;Post;d;617797.0
EL72747;V;Ant;d;617796.0
ACC0029;D;Post;d;617688.5
EL72719;D;Ant;d;617484.0
EL75360;D;Ant;d;617480.0
EL72476;D;Ant;d;617300.5
EL72714;V;Ant;g;617267.5
EL72473;V;Post;d;617166.0
EL72593;V;Post;d;616803.0
EL72524;V;Post;d;616761.5
EL75592;D;Post;g;616493.0
EL43129;V;Post;g;616452.0
EL72659;V;Post;d;616161.0
EL72734;V;Post;d;615712.5
ACC0060;D;Post;g;615711.0
EL72556;D;Ant;d;615647.0
ACC0395;D;Ant;d;615534.5
EL75501;D;Ant;g;615173.5
ACC0029;V;Post;d;615046.5
EL72736;V;Ant;g;614992.0
EL75320;D;Post;d;614828.0
EL72482;V;Post;g;614506.5
ACC0021;D;Post;g;614341.0
EL75346;V;Ant;g;614247.5
EL72500;D;Post;d;614152.5
EL72659;D;Post;d;613838.0
EL75577;D;Post;d;613774.0
EL72482;D;Post;g;613753.5
EL72501;V;Post;g;613714.5
EL72500;V;Post;d;613616.5
EL72650;D;Ant;g;613566.5
EL72737;D;Post;g;613546.5
EL43235;D;Ant;g;613543.5
EL72511;D;Ant;d;613208.0
EL75699;D;Ant;g;613148.0
ACC0399;V;Post;g;613119.0
EL72737;V;Post;g;612978.5
EL72472;D;Post;d;612393.5
EL72712;D;Post;d;611993.0
EL72712;V;Post;d;611841.5
EL75558;V;Ant;g;611236.5
EL43167;D;Ant;d;611214.5
EL75509;V;Ant;d;611201.5
EL43234;V;Ant;d;611020.0
ACC0060;V;Post;g;610962.0
ACC0021;V;Post;g;610889.0
EL75747;D;Ant;g;610681.0
EL75431;V;Ant;d;610454.5
ACC0216;D;Ant;d;610321.0
EL72580;D;Ant;d;610248.0
EL75575;V;Ant;g;610230.0
EL72533;V;Ant;g;610176.5
EL43178;V;Post;g;610166.0
ACC0260;D;Ant;d;609945.0
EL72547;D;Post;d;609737.5
EL75383;V;Ant;g;609445.5
EL72641;V;Post;d;609188.0
EL75500;V;Ant;g;609103.0
ACC0337;D;Ant;d;609025.5
EL72527;V;Ant;g;608866.5
EL72544;D;Ant;g;608432.0
EL43178;D;Post;g;608272.5
EL72544;D;Post;g;607850.0
EL43247;V;Ant;g;607483.0
EL75681;D;Ant;d;607393.0
ACC0401;D;Post;g;607330.0
EL72720;V;Ant;g;607202.5
EL72477;V;Post;g;607057.5
EL75742;V;Ant;g;607027.0
EL75674;D;Post;d;606900.0
EL72698;D;Ant;g;606868.5
EL72516;D;Ant;d;606680.5
EL72547;V;Post;d;606382.0
EL72588;D;Post;d;606071.0
EL72499;V;Ant;g;605760.0
EL75357;D;Ant;d;605694.5
ACC0102;V;Ant;d;605503.5
EL72535;V;Ant;d;605334.5
EL72544;V;Post;g;605311.0
ACC0391;D;Ant;d;605159.5
EL75674;V;Post;d;605149.0
EL75556;D;Ant;g;604883.0
ACC0075;D;Post;g;604754.0
EL72532;D;Post;d;604744.5
ACC0419;D;Ant;d;604510.5
EL72501;D;Post;g;604170.5
EL72532;V;Post;d;604017.5
EL72726;D;Ant;d;603753.5
EL72588;V;Post;d;603744.0
EL72472;V;Post;d;603718.5
EL75669;V;Post;d;603643.0
EL43144;V;Ant;d;603506.5
EL72526;D;Ant;g;603497.0
EL43232;D;Ant;g;603464.0
EL75369;D;Ant;d;603440.0
EL43229;V;Ant;d;603286.5
EL75669;D;Post;d;603047.5
EL72636;D;Ant;d;602933.5
EL75564;V;Post;d;602866.0
EL75358;V;Ant;d;602733.0
ACC0223;D;Ant;g;602719.5
EL75370;V;Ant;g;602667.5
EL72580;V;Ant;d;602381.5
ACC0075;V;Post;g;602278.5
ACC0401;V;Post;g;602005.5
ACC0213;D;Ant;d;601658.5
EL43180;D;Ant;g;601529.0
EL75334;V;Ant;g;601451.0
EL75333;D;Ant;g;600591.5
EL72576;D;Ant;g;600054.5
EL75564;D;Post;d;599914.5
ACC0199;D;Ant;g;599856.5
ACC0374;D;Ant;d;599747.5
EL72586;V;Ant;d;599709.5
EL75741;D;Ant;d;599548.5
EL72641;D;Post;d;599441.0
ACC0331;D;Ant;g;599407.5
EL43104;D;Ant;d;599283.5
EL72542;D;Ant;d;599085.0
EL72525;V;Post;g;598878.5
ACC0398;D;Post;d;598825.0
EL43158;D;Ant;d;598824.0
EL72740;V;Ant;d;598796.0
EL72488;V;Ant;d;598792.5
EL72414;D;Ant;g;598494.5
EL72525;D;Post;g;598014.0
EL72483;D;Ant;g;597743.0
EL75593;V;Post;d;597568.5
ACC0085;D;Post;d;596988.0
ACC0202;D;Ant;d;596803.0
EL72477;D;Post;g;596795.0
EL75382;V;Ant;d;596223.5
ACC0207;D;Ant;d;596116.0
EL75392;V;Ant;d;595539.5
EL72458;D;Post;d;595349.0
ACC0345;D;Ant;d;595290.5
EL43116;D;Ant;d;595131.0
EL75520;V;Ant;g;594727.0
EL43208;V;Ant;d;594617.5
ACC0398;V;Post;d;594542.5
EL75571;D;Ant;d;594393.5
ACC0181;D;Ant;d;594169.5
EL75368;D;Ant;d;593919.5
EL72710;V;Post;g;593841.5
ACC0376;V;Ant;g;593778.0
EL75604;D;Ant;g;593772.5
EL72489;D;Post;d;593637.0
EL43145;V;Ant;g;593564.0
ACC0127;D;Ant;g;593493.5
EL72466;V;Post;g;593472.5
ACC0083;D;Post;g;593437.0
EL43232;V;Ant;g;593321.5
EL72466;D;Post;g;593210.5
ACC0203;V;Ant;d;593043.0
EL72635;V;Ant;d;592912.0
EL72483;V;Ant;g;592833.5
EL43155;V;Ant;g;592808.5
EL72662;D;Post;g;592806.0
EL72547;V;Ant;d;592791.0
EL75332;D;Ant;g;592776.5
EL72723;V;Post;g;591903.0
EL72626;D;Ant;g;591869.5
EL72581;V;Ant;d;591723.0
EL75745;V;Ant;d;591369.0
EL75570;V;Ant;g;591353.0
ACC0198;D;Ant;d;591157.0
EL75671;D;Ant;g;591051.5
EL43184;D;Ant;g;591044.0
EL43246;D;Ant;d;590980.0
EL75600;V;Ant;d;590925.5
ACC0263;D;Ant;d;590861.5
EL75607;V;Ant;d;590814.0
ACC0085;V;Post;d;590728.5
EL75519;V;Ant;d;590488.5
EL72711;V;Ant;g;590486.0
EL43180;D;Post;g;590448.0
EL75593;D;Post;d;590357.0
EL72477;V;Ant;g;590286.5
EL72545;V;Post;d;590184.5
EL72546;V;Ant;d;590109.5
EL75730;V;Ant;d;589952.5
EL43173;D;Post;g;589817.5
EL72662;V;Post;g;589635.0
EL72458;V;Post;d;589511.0
EL72723;D;Post;g;589339.0
EL72521;D;Ant;g;589318.5
EL72711;V;Post;g;589316.0
EL72711;D;Post;g;589300.0
EL75324;D;Ant;d;589234.5
EL75360;V;Ant;d;589166.0
EL72545;D;Post;d;589080.0
EL72489;V;Post;d;588851.5
EL72710;D;Post;g;588738.0
EL72530;V;Ant;g;588639.5
ACC0083;V;Post;g;588626.5
EL43173;V;Post;g;588550.5
EL43177;D;Post;d;588546.0
ACC0043;D;Post;g;588463.5
EL72697;V;Ant;d;588306.0
EL72554;V;Ant;d;588304.5
EL72431;D;Post;g;587979.5
EL72693;V;Ant;g;587696.5
EL43221;D;Ant;g;587584.5
ACC0195;D;Ant;d;587572.0
ACC0336;D;Post;g;587496.5
EL75675;D;Ant;d;587413.0
EL43199;D;Post;g;587397.5
EL72529;V;Ant;g;587253.5
EL72576;V;Ant;g;587196.0
EL43166;V;Post;d;587195.5
EL75683;V;Post;d;587180.5
EL75323;V;Ant;d;587174.0
EL72469;D;Post;d;586547.0
ACC0323;D;Ant;d;586480.5
EL75590;V;Ant;d;586403.0
EL72557;V;Ant;d;586337.0
EL43180;V;Post;g;586296.5
EL72646;D;Ant;d;585916.5
EL72663;D;Post;g;585533.0
EL75683;D;Post;d;585418.5
EL72412;D;Post;d;585335.5
EL43244;D;Ant;g;585009.5
EL72431;V;Post;g;584976.5
ACC0043;V;Post;g;584634.5
EL72470;D;Ant;d;584454.5
EL72412;V;Post;d;584233.0
ACC0200;D;Ant;d;584145.5
ACC0208;D;Ant;g;583855.0
EL75518;V;Ant;d;583615.5
ACC0126;V;Ant;g;583536.5
EL43177;V;Post;d;583493.5
EL43106;V;Ant;d;583415.0
EL75540;D;Ant;d;583396.0
EL72469;V;Post;d;583223.0
EL72713;D;Post;g;583208.0
EL43199;V;Post;g;583154.5
EL43126;D;Ant;d;582434.0
EL72629;V;Ant;d;582163.5
EL72624;V;Ant;d;581905.5
EL72724;V;Post;g;581712.0
ACC0336;V;Post;g;581692.5
EL75690;V;Ant;d;581645.5
EL75723;D;Ant;d;581467.5
EL43214;V;Ant;d;581419.0
ACC0032;D;Post;g;581337.0
EL72579;V;Ant;g;581329.0
EL72655;D;Ant;d;581244.5
EL75566;D;Post;g;581033.5
EL72663;V;Post;g;580887.5
EL75431;D;Ant;d;580764.0
EL72708;V;Ant;g;580674.5
EL75589;D;Ant;d;580385.5
EL75514;V;Ant;d;580312.5
EL43164;V;Ant;d;580215.5
EL72700;V;Post;g;580202.0
EL72539;D;Post;d;580197.5
EL72534;V;Ant;d;580155.0
EL72713;V;Post;g;580086.5
EL75598;V;Ant;g;579983.5
EL72736;V;Post;g;579978.0
EL72629;D;Post;d;579427.5
EL72700;D;Post;g;579222.5
ACC0005;V;Ant;d;578960.5
EL72724;D;Post;g;578812.5
EL75729;D;Ant;d;578665.0
ACC0180;D;Ant;d;578531.0
EL75348;V;Ant;g;578476.5
EL75746;D;Ant;g;578437.0
ACC0032;V;Post;g;578349.5
EL75600;D;Post;d;578317.0
EL75576;V;Ant;g;578302.0
EL72629;V;Post;d;578301.5
