id;view;wing;side;A_wing
EL43231;D;Ant;d;578220.0
EL75508;D;Ant;d;577901.5
EL75681;V;Ant;d;577551.0
ACC0003;V;Ant;g;577490.0
EL43122;V;Ant;g;576858.5
ACC0382;V;Ant;g;576551.5
EL75307;D;Ant;d;576490.0
ACC0324;D;Ant;g;576467.5
EL75735;V;Ant;d;576418.5
EL75361;V;Ant;d;576411.5
EL72607;V;Post;d;576105.5
EL72623;V;Ant;d;576031.0
EL75359;V;Ant;d;576005.0
EL72643;D;Post;g;575982.0
EL75605;D;Ant;g;575978.0
EL72736;D;Post;g;575946.0
EL72720;D;Post;g;575860.0
EL72607;D;Post;d;575820.5
EL72476;V;Ant;d;575632.5
EL75557;V;Ant;g;575309.5
EL43222;D;Post;g;575240.0
EL72643;V;Post;g;574915.0
EL72539;V;Post;d;574819.0
EL72689;V;Post;g;574807.0
EL72719;V;Ant;d;574785.0
ACC0397;V;Ant;d;574741.0
EL75676;D;Ant;g;574734.5
EL72630;V;Ant;g;574707.0
EL75600;V;Post;d;574698.5
EL72579;D;Ant;g;573875.5
EL75569;V;Post;g;573872.0
EL43157;D;Ant;g;573724.5
EL72471;V;Ant;g;573651.0
ACC0016;D;Post;d;573572.0
EL75597;V;Ant;d;573458.0
EL72474;D;Post;g;573373.0
EL72555;V;Ant;g;573233.0
EL72689;D;Post;g;573081.5
EL72543;V;Ant;d;573051.5
EL72637;V;Ant;d;572944.5
EL43174;D;Post;d;572821.0
EL72720;V;Post;g;572763.0
EL75569;D;Post;g;572669.5
EL75672;V;Post;g;572630.5
EL75699;V;Ant;g;572476.0
EL43171;V;Ant;d;571981.0
EL72572;D;Ant;g;571946.5
ACC0214;D;Ant;g;571904.5
ACC0207;V;Ant;d;571811.0
ACC0016;V;Post;d;571801.5
EL72721;V;Post;d;571743.5
EL75327;D;Ant;d;571680.5
ACC0191;D;Ant;g;571659.0
EL75625;D;Ant;g;571020.5
EL43133;D;Ant;g;570763.0
EL75587;D;Ant;d;570739.0
EL43174;V;Post;d;570721.5
EL75698;D;Ant;g;570632.0
EL75619;D;Ant;g;570577.0
EL75575;V;Post;g;570575.0
ACC0130;V;Ant;g;570471.0
EL75386;V;Post;d;570453.0
EL75575;D;Post;g;570448.5
EL75612;V;Post;g;570289.5
EL72721;D;Post;d;570255.0
EL75696;D;Ant;g;570224.0
EL72474;V;Post;g;570217.0
EL75612;D;Post;g;570162.0
ACC0206;V;Post;g;570037.0
EL43165;V;Ant;g;569673.0
EL75363;V;Ant;d;569653.5
EL72732;D;Ant;g;569529.0
EL72503;D;Ant;d;569514.5
EL72452;D;Ant;d;569139.0
EL72493;V;Post;g;569023.5
EL72562;D;Post;g;568969.0
EL75386;D;Post;d;568955.5
ACC0384;D;Ant;d;568854.0
EL72543;D;Post;d;568671.5
EL72512;D;Ant;d;568155.0
EL72545;D;Ant;d;568136.0
EL75641;V;Ant;g;568077.0
EL72557;D;Ant;d;567976.0
EL72479;D;Ant;g;567749.5
ACC0110;V;Ant;g;567618.0
EL75331;D;Ant;d;567578.0
ACC0145;D;Ant;d;567373.0
EL75689;V;Ant;d;567223.0
ACC0335;D;Post;g;567208.0
EL43192;D;Post;d;567197.0
EL72709;V;Ant;g;567160.0
EL43146;D;Ant;d;567142.5
EL72708;V;Post;g;566874.5
EL72562;V;Post;g;566752.0
ACC0218;D;Ant;g;566735.0
EL75566;V;Post;g;566550.0
EL72707;V;Ant;g;566162.5
ACC0335;V;Post;g;566157.5
ACC0334;D;Post;g;566076.5
EL75609;D;Ant;g;566012.5
ACC0101;D;Ant;d;565695.0
EL72628;V;Ant;d;565685.0
EL43168;V;Ant;g;565642.5
EL72539;V;Ant;d;565521.0
EL72543;V;Post;d;565464.5
EL72708;D;Post;g;565374.0
EL43185;D;Ant;d;565352.5
ACC0206;D;Post;g;565335.5
ACC0201;D;Ant;d;565010.5
EL75586;D;Ant;g;564601.5
EL72495;D;Post;d;564379.0
ACC0132;D;Ant;g;564249.0
EL75672;D;Post;g;564116.5
EL43156;D;Ant;g;564069.0
ACC0326;D;Post;g;563883.5
EL75746;V;Ant;g;563726.0
ACC0202;V;Ant;d;563686.5
EL75396;D;Ant;g;563511.0
EL72495;V;Post;d;563448.0
EL72467;V;Post;g;562302.0
ACC0002;D;Ant;g;562216.5
ACC0080;D;Post;g;562080.0
EL43154;D;Post;d;561906.5
EL75323;V;Post;d;561900.0
EL75523;V;Ant;g;561884.0
EL43143;V;Ant;g;561870.5
EL43148;D;Ant;d;561565.0
EL75381;V;Ant;g;561389.0
EL75576;V;Post;g;561079.5
ACC0080;V;Post;g;560888.0
EL75703;D;Ant;d;560777.0
ACC0087;D;Post;d;560741.0
EL75576;D;Post;g;560703.0
EL75356;D;Ant;g;560608.0
ACC0150;D;Ant;g;560302.0
ACC0266;D;Ant;g;559880.5
ACC0348;D;Ant;d;559793.5
EL72533;D;Post;g;559722.0
EL72535;V;Post;d;559717.0
EL75695;D;Ant;g;559440.5
EL43170;D;Ant;d;559394.5
EL75652;D;Ant;d;559336.0
ACC0326;V;Post;g;559169.0
EL43243;V;Ant;d;559161.0
EL75315;D;Ant;d;558982.5
EL72533;V;Post;g;558872.5
EL72414;V;Ant;g;558857.5
EL72535;D;Post;d;558837.5
EL43149;V;Ant;g;558797.5
EL75601;D;Ant;d;558576.0
ACC0334;V;Post;g;558492.5
EL72540;D;Ant;g;558343.5
EL72528;V;Ant;g;558272.0
EL75400;D;Ant;g;558152.0
EL75630;D;Ant;d;558075.0
EL75642;V;Ant;g;558006.0
EL72538;D;Ant;g;558001.0
EL72427;V;Post;g;557893.0
EL75742;V;Post;g;557813.5
EL72476;V;Post;d;557813.0
EL75743;V;Post;d;557749.5
EL72504;D;Ant;g;557646.0
EL75666;D;Post;d;557589.0
EL72649;D;Ant;d;557427.5
ACC0396;D;Ant;d;557326.0
EL72427;D;Post;g;557298.0
ACC0208;D;Post;g;557276.0
ACC0331;V;Ant;g;557147.0
ACC0208;V;Post;g;556771.5
ACC0417;D;Ant;g;556711.5
EL72574;V;Ant;d;556666.5
EL72476;D;Post;d;556421.0
ACC0087;V;Post;d;556392.5
EL75666;V;Post;d;556326.0
EL72726;V;Ant;d;556229.5
EL72694;V;Post;d;556159.5
EL72497;V;Post;g;556126.5
EL75678;V;Ant;g;556100.0
ACC0337;V;Ant;d;555969.5
EL75337;V;Ant;d;555925.5
EL72493;D;Post;g;555656.0
EL72690;D;Ant;d;555398.0
EL72469;V;Ant;d;555239.0
EL75325;D;Ant;g;554971.5
ACC0149;D;Ant;g;554932.5
EL43205;V;Ant;d;554894.5
EL75585;D;Ant;d;554591.0
EL75558;V;Post;g;554395.0
ACC0261;V;Ant;g;554373.0
EL72452;V;Ant;d;554274.0
EL75323;D;Post;d;554036.0
EL72409;D;Post;d;553857.0
EL72707;V;Post;g;553846.0
EL43231;V;Ant;d;553822.0
EL72550;D;Ant;g;553815.5
EL75628;D;Ant;d;553676.5
ACC0392;V;Ant;g;553531.5
EL72474;V;Ant;g;553217.0
EL75606;V;Ant;g;553214.0
EL72561;D;Ant;d;553131.5
EL43147;D;Ant;d;553059.5
EL75558;D;Post;g;552959.5
EL72626;V;Ant;g;552904.0
ACC0385;D;Ant;g;552789.5
EL72481;D;Ant;g;552647.5
EL75743;D;Post;d;552643.5
EL43192;V;Post;d;552617.5
ACC0377;D;Post;g;552489.5
EL75736;D;Ant;d;552451.0
EL43116;V;Ant;d;552316.5
EL72470;V;Ant;d;552203.0
EL43188;D;Ant;d;552179.5
EL43224;D;Ant;d;552147.0
EL72409;V;Post;d;551758.0
ACC0017;V;Post;d;551707.5
ACC0377;V;Post;g;551684.0
EL75623;D;Ant;d;551413.0
EL43197;V;Post;g;551394.5
EL75717;D;Ant;d;551221.0
EL75640;D;Ant;d;551175.5
EL72529;D;Post;g;550880.0
EL75724;D;Ant;d;550808.0
EL72642;D;Post;g;550791.5
EL72694;D;Post;d;550732.0
EL72455;V;Ant;g;550722.5
ACC0017;D;Post;d;550487.0
EL75742;D;Post;g;550182.5
ACC0111;V;Ant;d;550031.5
EL72423;V;Post;d;549930.5
EL72423;D;Post;d;549908.0
EL75363;D;Ant;d;549849.0
EL72544;V;Ant;g;549678.0
ACC0415;D;Ant;d;549585.5
EL72707;D;Post;g;549215.0
ACC0321;D;Ant;g;549206.0
EL72497;D;Post;g;549120.0
EL72642;V;Post;g;548882.0
ACC0209;V;Ant;g;548845.5
EL72692;D;Ant;d;548833.5
ACC0185;V;Ant;d;548812.0
EL43223;V;Ant;g;548625.5
EL72560;V;Ant;g;548615.0
EL75572;V;Ant;g;548477.0
ACC0191;V;Ant;g;548313.5
EL43197;D;Post;g;548015.5
EL75728;D;Post;d;547900.0
EL75306;V;Ant;g;547845.5
EL72548;D;Ant;g;547693.0
ACC0332;D;Ant;d;547644.5
EL72741;D;Post;g;547633.0
EL43233;D;Post;g;547583.0
EL72741;V;Post;g;547269.0
EL75738;V;Ant;g;547073.0
ACC0395;V;Ant;d;546947.0
ACC0133;D;Ant;d;546866.0
EL72494;D;Post;d;546727.5
EL72697;V;Post;d;546720.0
EL75332;V;Ant;g;546519.5
ACC0084;D;Post;g;546510.0
EL75608;D;Post;g;546340.5
EL75591;D;Ant;g;546238.0
EL75744;V;Ant;d;546200.0
EL43189;D;Ant;d;546129.0
EL43246;V;Ant;d;545955.0
EL72540;V;Post;g;545839.5
ACC0219;D;Ant;d;545784.5
EL75366;V;Ant;g;545748.0
EL72529;V;Post;g;545639.5
EL72697;D;Post;d;545423.0
ACC0330;D;Ant;g;545347.0
EL72467;D;Post;g;545299.5
ACC0047;V;Post;g;545164.5
EL72570;D;Ant;g;544943.5
EL75710;V;Ant;d;544788.0
EL72540;D;Post;g;544724.5
EL75697;V;Ant;d;544663.0
EL43222;V;Post;g;544426.0
EL75747;V;Ant;g;544372.0
EL72749;V;Post;g;544323.0
ACC0375;D;Ant;d;544273.0
EL75608;V;Post;g;543982.0
EL75335;V;Ant;g;543973.5
ACC0342;D;Ant;d;543908.5
EL43245;D;Ant;g;543902.5
EL75723;V;Ant;d;543900.5
ACC0084;V;Post;g;543849.0
EL75682;V;Ant;d;543807.5
EL72494;V;Post;d;543748.5
EL72705;D;Post;g;543718.0
EL75362;V;Ant;g;543598.0
EL43214;D;Post;d;543348.5
EL75521;D;Post;g;543200.5
ACC0047;D;Post;g;543155.0
EL75586;V;Post;g;542998.5
EL72502;D;Ant;d;542851.0
EL72540;V;Ant;g;542836.5
EL75713;D;Post;d;542672.5
EL43123;D;Ant;g;542377.0
EL72578;D;Ant;d;542212.5
ACC0325;D;Post;g;542158.5
EL75371;D;Ant;d;542137.5
ACC0394;D;Ant;g;542125.5
ACC0106;D;Ant;d;542104.0
EL75586;D;Post;g;542101.5
EL75357;V;Ant;d;541983.5
EL72541;D;Ant;d;541901.5
EL72561;V;Ant;d;541889.0
EL43233;V;Post;g;541741.5
EL72749;D;Post;g;541694.0
EL72435;D;Post;g;541501.5
ACC0200;V;Ant;d;541466.0
ACC0412;D;Ant;g;541415.5
EL43118;D;Ant;d;541325.0
EL43122;D;Post;g;541090.5
EL75713;V;Post;d;541028.0
EL72738;D;Post;g;540941.5
EL43122;V;Post;g;540822.5
EL72705;V;Post;g;540705.5
EL43220;D;Ant;g;540658.0
EL72698;V;Ant;g;540543.5
EL72545;V;Ant;d;540236.0
EL72653;D;Ant;d;540204.5
ACC0325;V;Post;g;539975.0
ACC0203;D;Post;d;539767.0
EL75659;D;Post;g;539722.0
EL72714;D;Post;g;539590.0
EL43154;V;Post;d;539411.0
EL72635;D;Post;d;539316.0
EL75525;V;Post;g;539259.5
EL75521;V;Post;g;539248.5
ACC0001;D;Ant;g;539172.0
EL43212;V;Ant;g;539150.5
EL72631;V;Ant;d;539116.0
EL75355;D;Ant;d;539032.5
EL75627;D;Ant;g;538733.5
EL72738;V;Post;g;538694.0
ACC0265;D;Ant;g;538670.5
EL43221;V;Ant;g;538531.5
ACC0181;V;Ant;d;538450.0
EL72709;V;Post;g;538371.0
ACC0383;V;Ant;d;538302.5
EL72488;V;Post;d;538274.0
ACC0048;D;Post;d;538219.5
EL43248;V;Ant;g;538160.5
EL75525;D;Post;g;538129.5
ACC0288;D;Ant;d;537683.5
EL75675;V;Ant;d;537649.5
EL75322;D;Ant;g;537646.5
ACC0262;D;Ant;g;537292.5
EL75671;V;Ant;g;537246.5
EL75659;V;Post;g;537146.5
EL72488;D;Post;d;537107.5
ACC0051;D;Post;d;536470.5
EL75590;V;Post;d;536082.5
EL72636;V;Ant;d;536063.0
EL43130;D;Post;g;536007.0
EL43130;V;Post;g;535977.0
EL72735;D;Ant;g;535961.0
ACC0081;D;Post;d;535722.5
EL75574;D;Ant;d;535686.0
EL72652;D;Ant;d;535677.0
EL72714;V;Post;g;535632.0
ACC0289;D;Ant;g;535587.0
EL75732;D;Ant;d;535457.0
EL72627;D;Ant;d;535412.0
ACC0051;V;Post;d;534566.0
EL75369;V;Ant;d;534430.0
EL75695;V;Ant;g;534339.0
EL75727;D;Ant;g;534289.0
EL72625;D;Post;d;533939.5
EL43170;V;Ant;d;533874.5
EL72559;D;Ant;d;533865.0
ACC0147;V;Ant;d;533791.0
EL75689;D;Post;d;533701.5
EL72646;V;Ant;d;533527.0
ACC0048;V;Post;d;533424.0
EL72625;V;Post;d;533336.0
EL75658;D;Ant;d;533326.5
EL75639;D;Ant;g;533303.5
ACC0117;D;Ant;d;533259.0
EL75689;V;Post;d;533226.5
ACC0081;V;Post;d;532937.0
ACC0194;D;Ant;d;532737.0
EL72479;V;Ant;g;532535.5
EL72435;V;Post;g;532241.5
EL75618;D;Ant;d;531609.5
EL72505;D;Ant;d;531474.5
EL75681;V;Post;d;531438.5
ACC0135;D;Ant;g;531432.5
EL43228;D;Post;d;531371.0
ACC0205;D;Ant;g;531159.5
EL75704;V;Ant;d;531141.0
EL43214;V;Post;d;531053.0
EL75573;V;Ant;g;530773.5
EL72709;D;Post;g;530564.0
ACC0203;V;Post;d;530554.5
EL75510;V;Post;d;530526.0
EL75613;D;Ant;g;530344.0
EL75732;V;Ant;d;530297.5
EL75711;D;Ant;d;530276.0
ACC0391;V;Ant;d;530251.5
ACC0095;D;Ant;g;530008.0
EL43113;D;Ant;g;529906.5
ACC0216;V;Ant;d;529830.0
EL75405;D;Ant;d;529723.0
EL72634;D;Ant;d;529639.5
EL72542;V;Ant;d;529590.0
EL75681;D;Post;d;529239.0
EL75590;D;Post;d;528917.5
EL75510;D;Post;d;528766.5
EL75699;V;Post;g;528637.0
EL72630;V;Post;g;528549.5
ACC0134;V;Ant;g;528299.0
EL75588;D;Ant;d;528294.0
EL72530;D;Post;g;528136.5
EL75701;D;Ant;d;528004.0
EL75699;D;Post;g;527748.5
EL75377;D;Ant;g;527736.5
EL72635;V;Post;d;527607.0
ACC0374;V;Ant;d;527559.0
EL75701;V;Ant;d;527399.0
EL43180;V;Ant;g;526798.5
EL75614;D;Ant;g;526731.0
EL72536;D;Ant;g;526656.5
EL72630;D;Post;g;526636.5
EL72655;V;Ant;d;526462.5
EL75508;V;Ant;d;526239.5
EL72530;V;Post;g;526104.5
EL75710;D;Post;d;526015.0
ACC0260;V;Ant;d;525774.0
ACC0323;V;Ant;d;525705.0
ACC0199;V;Ant;g;525572.5
EL75630;V;Ant;d;525455.0
EL72457;D;Ant;g;525395.5
EL75728;V;Post;d;525377.0
EL72475;D;Ant;d;525306.0
EL43245;V;Ant;g;525294.5
EL75308;D;Post;d;524973.0
EL75710;V;Post;d;524902.5
ACC0008;D;Ant;d;524740.0
EL43165;D;Post;g;524667.0
EL43230;D;Post;g;524610.0
ACC0124;D;Ant;g;524478.5
EL72739;D;Post;d;524444.5
EL43164;D;Post;d;524423.5
ACC0212;D;Ant;d;524260.0
EL75667;V;Post;g;524190.0
ACC0146;D;Ant;d;524189.0
EL75523;D;Post;g;524171.5
EL75606;D;Post;g;524171.5
EL75330;D;Ant;g;524108.5
EL72527;V;Post;g;524017.0
EL72448;V;Ant;g;523852.0
EL72536;D;Post;g;523747.5
EL72742;V;Post;d;523503.0
ACC0195;V;Ant;d;523315.5
EL75615;D;Ant;g;523310.0
ACC0215;D;Ant;g;523244.5
EL43156;V;Ant;g;522838.5
ACC0097;D;Ant;g;522835.5
EL75667;D;Post;g;522695.5
EL43226;D;Ant;d;522515.0
EL43132;V;Post;g;522481.0
ACC0301;D;Ant;d;522408.5
ACC0201;V;Ant;d;522067.0
EL43132;D;Post;g;521829.0
EL75315;V;Ant;d;521810.5
EL72527;D;Post;g;521638.5
EL75523;V;Post;g;521289.5
ACC0382;D;Post;g;521183.0
EL72410;D;Post;d;521104.5
EL72739;V;Post;d;521074.0
EL43104;V;Ant;d;521053.0
EL75331;V;Ant;d;521031.5
EL75308;V;Post;d;520680.5
EL72693;D;Post;g;520538.0
EL75606;V;Post;g;520520.0
EL43105;V;Ant;g;520468.0
EL72558;V;Ant;d;520462.5
EL72637;V;Post;d;520386.0
EL43183;D;Post;g;520193.0
EL72649;V;Ant;d;520144.0
EL72479;D;Post;g;519966.5
EL75522;V;Post;d;519912.0
EL75557;V;Post;g;519727.0
EL75502;D;Post;d;519653.0
EL43124;D;Ant;d;519532.5
EL43143;D;Post;g;519477.0
EL75310;V;Post;d;519452.0
EL75571;V;Ant;d;519307.5
EL75628;V;Ant;d;519288.0
EL43190;D;Post;d;519102.5
EL72551;D;Ant;d;518933.0
EL72536;V;Post;g;518902.5
EL75374;D;Post;g;518655.5
ACC0347;D;Ant;d;518616.5
ACC0214;V;Ant;g;518466.5
EL75374;V;Post;g;518375.0
EL75616;D;Ant;d;518361.5
EL75355;V;Ant;d;518314.0
ACC0312;D;Ant;g;518307.0
EL72722;D;Post;g;518183.0
EL72359;D;Ant;g;518046.0
EL75333;V;Ant;g;517975.0
EL43183;V;Post;g;517887.0
EL75682;D;Post;d;517864.0
EL72748;D;Ant;d;517863.0
EL75310;D;Post;d;517708.0
EL43230;V;Post;g;517526.5
ACC0127;V;Ant;g;517496.5
EL72571;V;Ant;d;517428.0
EL75522;D;Post;d;517343.0
EL75557;D;Post;g;517336.5
ACC0192;D;Ant;g;517242.0
EL75741;V;Ant;d;517185.0
EL43157;V;Ant;g;517027.0
EL72515;V;Ant;g;516740.0
EL72479;V;Post;g;516719.0
ACC0131;D;Ant;g;516617.5
EL75668;V;Post;d;516393.5
EL72732;V;Ant;g;516390.0
EL72722;V;Post;g;516341.5
EL43238;D;Ant;d;516329.0
EL75668;D;Post;d;516235.5
EL75745;D;Post;d;516191.0
EL75624;D;Ant;g;515817.0
EL72718;D;Ant;g;515739.5
EL75670;V;Post;d;515649.5
EL72627;V;Ant;d;515645.5
EL72410;V;Post;d;515645.0
EL75502;V;Post;d;515590.0
EL43184;V;Ant;g;515466.0
EL75670;D;Post;d;515413.5
ACC0135;V;Ant;g;515410.0
ACC0291;D;Ant;g;515395.0
ACC0151;V;Ant;g;515364.5
EL72742;D;Post;d;515289.0
EL72521;V;Ant;g;515164.0
EL43176;D;Post;g;515125.5
EL75432;V;Ant;g;515034.0
EL75697;D;Post;d;515011.0
EL75540;V;Ant;d;514932.5
EL72645;D;Ant;d;514850.5
ACC0382;V;Post;g;514759.0
EL72632;V;Ant;g;514654.0
EL43225;D;Ant;g;514648.5
EL75393;V;Post;d;514633.5
ACC0247;D;Ant;d;514611.5
EL43148;V;Ant;d;514539.0
EL75665;D;Post;d;514522.5
EL75641;V;Post;g;514449.5
ACC0213;V;Ant;d;514407.0
EL43210;D;Post;d;514281.5
ACC0263;V;Ant;d;514109.0
EL72455;D;Ant;g;514012.0
ACC0010;D;Ant;d;513905.5
EL75665;V;Post;d;513852.5
EL75375;V;Post;d;513831.0
ACC0375;V;Ant;d;513754.5
EL72549;D;Ant;g;513700.5
EL72514;D;Ant;g;513478.0
EL75697;V;Post;d;513435.5
EL43190;V;Post;d;513235.5
ACC0106;V;Ant;d;513177.0
EL43138;D;Ant;d;513173.5
EL75641;D;Post;g;513106.5
EL75678;V;Post;g;512977.5
EL75368;V;Ant;d;512930.5
EL43209;V;Ant;d;512818.5
EL75318;V;Ant;g;512694.5
ACC0419;V;Ant;d;512577.5
EL43164;V;Post;d;512493.5
EL72651;D;Post;g;512475.5
ACC0171;D;Ant;d;512174.5
ACC0376;D;Post;g;512049.5
EL43123;V;Ant;g;512008.5
EL43134;D;Ant;g;511954.0
EL72444;D;Post;g;511870.0
EL72637;D;Post;d;511552.0
ACC0138;D;Ant;g;511433.0
EL72648;D;Ant;d;511341.0
EL43176;V;Post;g;511340.0
EL75324;V;Ant;d;511295.0
EL72651;V;Post;g;511285.5
EL72631;D;Post;d;511074.5
EL75509;V;Post;d;511053.0
EL43213;D;Ant;d;510842.5
EL75375;D;Post;d;510689.0
EL72573;D;Ant;g;510613.0
EL43165;V;Post;g;510609.0
ACC0170;D;Ant;d;510304.5
ACC0324;V;Ant;g;510086.0
EL75735;V;Post;d;509953.5
EL72647;D;Ant;g;509897.0
EL72542;D;Post;d;509859.0
EL43120;D;Ant;d;509729.0
EL75602;D;Ant;d;509491.5
ACC0396;V;Ant;d;509464.0
EL72503;V;Ant;d;509314.0
EL75605;V;Ant;g;509001.0
ACC0197;D;Ant;g;508967.0
EL75660;D;Ant;g;508960.0
EL75690;V;Post;d;508860.0
EL43210;V;Post;d;508848.5
EL72693;V;Post;g;508623.0
ACC0252;D;Ant;d;508551.5
EL72631;V;Post;d;508489.0
EL75642;V;Post;g;508464.0
EL75682;V;Post;d;508388.0
EL75735;D;Post;d;508276.0
EL72444;V;Post;g;508012.5
EL43238;V;Ant;d;507996.0
EL75690;D;Post;d;507952.5
EL75585;D;Post;d;507932.0
EL72556;V;Ant;d;507746.5
EL43159;D;Ant;d;507690.0
ACC0100;V;Ant;g;507502.0
EL75724;V;Ant;d;507444.5
EL75678;D;Post;g;507209.5
EL43228;V;Post;d;507153.5
ACC0376;V;Post;g;507077.5
EL72740;D;Post;d;507017.0
EL72475;V;Ant;d;507004.0
EL75573;V;Post;g;506945.0
ACC0207;D;Post;d;506943.0
EL75597;V;Post;d;506902.0
EL75626;D;Ant;d;506853.0
ACC0025;D;Post;d;506581.0
EL75745;V;Post;d;506503.5
EL43145;D;Post;g;506499.5
EL75657;D;Ant;d;506309.0
EL75642;D;Post;g;506169.5
EL72740;V;Post;d;506004.5
EL72553;V;Ant;d;505963.5
EL75307;V;Ant;d;505940.0
ACC0003;D;Post;g;505871.0
EL72580;D;Post;d;505514.0
EL75610;D;Ant;d;505375.5
EL72718;V;Ant;g;505363.0
EL43143;V;Post;g;505297.5
EL72628;V;Post;d;505278.0
EL43226;V;Ant;d;505197.5
ACC0333;V;Ant;g;505135.5
EL72424;D;Post;g;505047.5
EL75570;V;Post;g;505010.0
EL72728;V;Ant;g;504968.0
EL72628;D;Post;d;504853.0
EL72542;V;Post;d;504850.0
EL43141;D;Ant;g;504550.5
EL75727;V;Ant;g;504516.5
EL75387;D;Post;d;504473.5
ACC0025;V;Post;d;504455.0
EL75705;V;Post;g;504409.0
ACC0151;D;Ant;g;504231.5
EL72506;D;Ant;d;504207.5
EL75585;V;Post;d;503992.0
EL75506;D;Post;g;503975.5
EL72650;V;Ant;g;503925.5
EL75506;V;Post;g;503896.5
EL75619;V;Ant;g;503796.0
EL75717;V;Ant;d;503794.0
EL72511;V;Ant;d;503531.5
EL75676;V;Ant;g;503528.5
EL43167;V;Ant;d;503503.5
EL75703;V;Ant;d;503297.0
EL75503;D;Post;d;503241.0
ACC0219;V;Ant;d;503052.0
ACC0393;D;Ant;d;502980.0
EL75736;V;Ant;d;502915.0
EL75322;V;Ant;g;502863.0
EL43241;D;Ant;d;502820.5
EL43212;D;Post;g;502696.0
EL72504;V;Ant;g;502694.5
EL72747;V;Post;d;502600.0
ACC0207;V;Post;d;502543.0
ACC0222;D;Ant;d;502510.0
EL72481;V;Ant;g;502503.5
ACC0198;V;Ant;d;502490.5
EL72586;V;Post;d;502450.0
EL75376;D;Ant;g;502449.5
EL75501;V;Ant;g;502442.0
ACC0345;V;Ant;d;502397.0
ACC0188;D;Ant;g;502371.5
EL72586;D;Post;d;502161.5
EL72424;V;Post;g;502067.0
ACC0412;V;Ant;g;502013.0
EL75509;D;Post;d;501957.5
EL75387;V;Post;d;501946.5
EL75503;V;Post;d;501931.5
EL75696;V;Ant;g;501834.0
ACC0020;V;Post;d;501825.5
EL75573;D;Post;g;501684.5
EL72728;D;Ant;g;501532.5
EL75391;D;Ant;d;501467.5
EL75698;V;Ant;g;501452.0
EL75640;V;Ant;d;501376.0
EL75623;V;Ant;d;501308.5
ACC0092;D;Ant;g;501285.5
EL75607;D;Post;d;501238.5
EL75607;V;Post;d;501092.5
EL72516;V;Ant;d;501074.0
EL72457;V;Ant;g;501054.5
EL75696;V;Post;g;501038.5
EL75622;D;Ant;d;500833.5
EL75570;D;Post;g;500810.0
ACC0340;D;Ant;d;500597.5
EL75597;D;Post;d;500525.5
ACC0020;D;Post;d;500469.0
EL43237;D;Post;d;500425.5
EL75379;D;Ant;g;500309.5
ACC0190;D;Ant;d;500279.5
EL72632;V;Post;g;500122.5
EL75572;V;Post;g;500092.5
ACC0007;D;Post;d;500069.0
EL75714;V;Post;g;499865.0
ACC0418;D;Ant;g;499812.0
EL72502;V;Ant;d;499785.0
EL75432;D;Ant;g;499665.0
EL75587;D;Post;d;499662.5
EL75671;V;Post;g;499590.5
ACC0413;D;Ant;d;499499.0
EL72725;D;Ant;d;499484.5
EL72572;V;Ant;g;499436.0
ACC0100;D;Ant;g;499230.5
EL75309;V;Post;d;499218.0
EL75714;D;Post;g;499174.5
EL75309;D;Post;d;498972.0
EL43123;D;Post;g;498909.0
ACC0319;D;Ant;g;498877.5
EL75603;D;Ant;g;498816.0
EL75738;D;Post;g;498716.5
EL72632;D;Post;g;498574.0
EL72646;D;Post;d;498522.5
EL75371;V;Ant;d;498458.5
EL75696;D;Post;g;498341.0
EL75572;D;Post;g;498238.0
ACC0288;V;Ant;d;498014.0
EL43112;D;Ant;g;497804.5
EL72580;V;Post;d;497632.5
EL75705;D;Post;g;497563.0
EL72646;V;Post;d;497440.5
EL75379;V;Ant;g;497405.5
ACC0238;D;Ant;d;497375.5
EL75729;V;Ant;d;497353.5
ACC0196;D;Ant;d;497235.5
EL75365;D;Ant;d;497153.0
EL75671;D;Post;g;497073.5
EL72526;V;Ant;g;496781.0
EL43108;D;Ant;d;496628.5
ACC0082;D;Post;d;496460.5
EL72634;V;Ant;d;496426.5
ACC0145;V;Ant;d;496222.0
EL75738;V;Post;g;496052.0
ACC0426;D;Ant;g;495933.0
EL75393;D;Post;d;495844.5
ACC0004;D;Post;d;495633.0
EL75712;V;Post;g;495580.5
EL43172;D;Ant;d;495466.5
EL75588;V;Post;d;495353.5
ACC0082;V;Post;d;495269.0
EL43126;V;Ant;d;494883.0
EL72747;D;Post;d;494712.5
EL75327;V;Ant;d;494643.5
ACC0169;D;Ant;g;494630.0
EL75319;V;Ant;g;494599.0
EL75588;D;Post;d;494596.0
ACC0107;D;Ant;g;494529.5
ACC0139;D;Ant;d;494435.0
ACC0290;D;Ant;g;494222.0
EL72538;V;Post;g;494203.0
EL72636;V;Post;d;494168.5
EL43185;V;Ant;d;494096.5
EL72624;V;Post;d;493966.0
ACC0146;V;Ant;d;493781.0
ACC0195;D;Post;d;493779.0
ACC0341;D;Ant;g;493580.0
EL72624;D;Post;d;493539.5
ACC0384;V;Ant;d;493535.0
EL43155;D;Post;g;493467.5
ACC0200;D;Post;d;493374.0
EL75698;V;Post;g;493272.0
EL72538;D;Post;g;493091.5
EL43208;D;Post;d;493072.5
EL75348;V;Post;g;493058.5
EL75740;D;Ant;g;492879.5
EL43133;V;Ant;g;492828.5
