 ;Label;lumMean;lumSD;area;maxPower;maxFreq;propPower;sumPower;meanPower;powerSD;Mean;SD;File
1; _1504-2312;163.148;62.998;1960705.0;10.38;22.627;0.1;104.128;6.125;2.764;163.148;62.998;ACC0216D
1; _1543-2197;165.978;62.601;1956407.0;10.847;22.627;0.104;104.288;6.135;2.849;165.978;62.601;ACC0216V
1; _1471-2127;166.052;60.378;1561989.0;10.307;22.627;0.104;99.261;5.839;2.771;166.052;60.378;ACC0217D
1; _1938-1574;0.167;1.366;364533.0;12.521;181.019;0.09;139.554;8.209;2.838;0.167;1.366;ACC0217V
1; _1594-2298;162.905;65.169;1729612.0;10.723;22.627;0.101;106.651;6.274;2.946;162.905;65.169;ACC0218D
1; _1484-2137;156.48;69.025;1711949.0;11.569;22.627;0.103;112.824;6.637;3.178;156.48;69.025;ACC0218V
1; _1437-2242;165.421;62.636;1775482.0;10.356;32.0;0.101;102.77;6.045;2.823;165.421;62.636;ACC0219D
1; _1468-2372;156.987;65.666;1700106.0;11.046;22.627;0.102;108.37;6.375;2.935;156.987;65.666;ACC0219V
1; _1673-2043;61.904;38.249;1194287.0;9.383;128.0;0.083;112.498;6.618;2.038;61.904;38.249;ACC0220D
1; _1618-2160;75.483;29.321;1166579.0;8.119;181.019;0.082;99.461;5.851;1.634;75.483;29.321;ACC0220V
1; _1644-2162;66.174;40.571;1123791.0;9.797;128.0;0.088;111.935;6.584;1.949;66.174;40.571;ACC0221D
1; _1746-2327;76.954;31.674;1126793.0;8.158;128.0;0.082;100.069;5.886;1.503;76.954;31.674;ACC0221V
1; _1493-2282;55.681;30.296;1451144.0;9.518;181.019;0.087;109.265;6.427;2.05;55.681;30.296;ACC0222D
1; _1687-2330;65.785;26.831;1464119.0;9.104;181.019;0.09;100.818;5.93;1.735;65.785;26.831;ACC0222V
1; _1623-2297;83.174;54.19;1578764.0;11.461;64.0;0.098;117.255;6.897;2.265;83.174;54.19;ACC0223D
1; _1789-2351;104.469;49.27;1567431.0;9.798;64.0;0.094;104.618;6.154;1.854;104.469;49.27;ACC0223V
1; _1546-2145;63.053;40.749;1414660.0;9.814;64.0;0.087;112.417;6.613;1.947;63.053;40.749;ACC0224D
1; _1637-2322;75.481;29.274;1425126.0;8.551;181.019;0.087;97.851;5.756;1.56;75.481;29.274;ACC0224V
1; _1610-2130;68.75;35.003;1303962.0;9.088;128.0;0.085;107.064;6.298;1.921;68.75;35.003;ACC0225D
1; _1637-2305;85.719;25.555;1292033.0;7.797;181.019;0.085;92.091;5.417;1.472;85.719;25.555;ACC0225V
1; _1682-2148;64.485;49.324;891170.0;10.978;45.255;0.088;124.618;7.33;2.186;64.485;49.324;ACC0226D
1; _1792-2191;86.741;46.903;899700.0;10.185;45.255;0.09;113.317;6.666;2.062;86.741;46.903;ACC0226V
1; _1742-2249;74.403;52.395;781883.0;11.339;45.255;0.091;124.682;7.334;2.347;74.403;52.395;ACC0227D
1; _1672-2323;93.048;49.24;794334.0;10.425;45.255;0.092;113.89;6.699;2.184;93.048;49.24;ACC0227V
1; _1540-2281;81.027;55.373;1068115.0;11.978;64.0;0.097;123.676;7.275;2.689;81.027;55.373;ACC0228D
1; _1758-2349;95.879;54.255;1088667.0;11.414;64.0;0.098;116.225;6.837;2.57;95.879;54.255;ACC0228V
