id;view;coord0;coord1;coord2;coord3;coord4;coord5;coord6;coord7;coord8;coord9;coord10;coord11;coord12;coord13;coord14;coord15;coord16;coord17;coord18;coord19;coord20;coord21;coord22;coord23
ACC0001;D;-17.983089664529768;-11.341721940413594;-5.547718270169994;17.96064940028111;-9.568079314610534;4.0014737314355555;4.945276198917692;12.672604201033504;-8.435260032778464;-4.089833270147201;3.598914139530404;-0.6413419739830124;-4.71168015824603;-0.32479521065354183;3.407008992149845;3.5514746492501845;-1.1295015177403336;5.502513452320906;-7.83002908586599;-1.4802710636458145;0.9968002025411481;3.0434474652310235;-0.819012022339101;-5.223033494983252
ACC0001;V;-8.837954857370415;-1.6958391882403039;-12.02918153367166;13.952118769438943;0.32410019507363697;9.454928207050363;9.765207024023141;9.426522577110244;-7.507089458583371;2.099740556513549;2.1090069745123485;5.053060902449221;6.138659311855062;0.21745501299364706;-5.217388925351267;1.0151010360607837;2.945780701226878;7.627402349010202;1.0993086890446733;-0.5473809520387967;-3.073101921193511;4.370177646005899;4.954615150530225;-2.2430158025074207
ACC0002;D;-16.971409786790314;-11.75913950517833;-10.442182845871217;18.887742851694156;4.738795744227794;1.4622677944250346;5.829727914292872;17.506870279502607;-6.500230319375008;-7.68573428222939;16.84811037470718;-0.5081465807240272;-1.4110522795648466;-5.455986633808729;-3.145031555453955;7.117459094049267;4.364975623644025;2.0147375144960975;-3.181505961055076;-1.136107979919651;2.5755522867439846;1.7393059903474999;-1.9966669015937597;-3.5889858788396825
ACC0002;V;-14.463856601696587;-7.947349950497661;-12.79057604356741;14.175207806567961;8.648492223157087;2.5308995418555282;10.66034921180189;15.031732101690553;-4.523838629999479;-2.836568258359011;15.257797302639322;1.7766143727825503;5.515936323840938;-3.3924002378429283;-5.86978484738875;5.2478817883523075;4.1650491640521965;-1.8772397216987133;1.3709435475557168;0.698740734651933;2.416829571167191;0.5619222603547921;-0.13417023410832954;-2.399724976345884
ACC0003;D;-14.868541011922705;-6.462496910957242;-9.491762411130754;24.701392314597594;3.508803539130762;1.2623629316663394;9.763451373179679;19.55431145134662;-4.538354017720737;-3.521462991737617;12.808582281071377;-6.288401724988221;-2.366789136881986;-3.80219408632168;-4.474868674127742;7.7362281128160655;8.248490452073744;2.9679162618632664;-1.3139939239549714;-2.771338135049486;3.1738260053377347;1.1516052630871632;-3.732883247033392;-2.3139245614338884
ACC0003;V;-10.173335186842857;-1.617702892772151;-12.614398952633863;17.26271010410536;7.881241946347881;3.6486723326148462;14.008507960698646;13.34678679122716;-4.958973396833482;2.832496081964213;10.80732433895811;1.6929456586355682;8.03261078443605;-2.531807888276231;-7.492890316556545;5.105210640037299;4.830050239185993;1.2917697727980202;3.2272888362598717;-0.6712673004266778;-0.042729995648643;1.6401409688572148;1.6023755202142245;-2.087811387988419
ACC0004;D;-20.426777631577995;-18.32580704470436;-8.918642471545844;12.293050658918492;-2.917039837013114;-0.09349525105751182;1.679751563403311;12.881419713191692;-5.8046300694682404;-8.761113573548018;11.523846033651695;2.6528455651454377;-1.8758017839392915;-2.3708682276171364;1.6134300494299727;3.6104534148564644;-0.6782023875138941;2.4189074013627065;-6.675186785480406;0.6169232096247322;2.408536225145935;3.3463380455774185;-0.0020523593588088027;-5.54506280299953
ACC0004;V;-19.47565366655931;-14.837969522605905;-15.03206363977182;10.551552801938056;7.978301680049654;-4.983501179384311;9.178193509154047;13.845945653675715;0.1620996079899116;-6.877590225781662;16.122710779640872;-4.452779311588254;0.8898745084396018;3.375738252479286;-4.358174428554183;0.7920378845601788;1.4983539380989164;-8.831631220160538;1.1521151799606373;0.4196832713446028;4.834800560456822;-3.5700012426698824;-3.5879266194143584;-1.1447644137105566
ACC0005;D;-18.127048615050445;-9.6138969889816;-6.024973280844493;13.011815036281767;-12.103620905839325;-0.5631840381463828;6.440971075902092;19.164811927785955;-4.702907106375962;-8.80086640062731;2.205757041706843;3.9434501929890557;-2.3756223024366583;2.448334979267496;5.7557847311046695;6.427510013085714;-4.365770132230912;0.4207255728045071;-7.511957003523119;-3.5667514769127173;1.4299754816093748;-0.8945952792926718;-3.7305917492343745;-6.01344402949402
ACC0005;V;-15.755805594527976;-2.1177589255987206;-12.560176194371062;14.965193482729996;1.7076548389672954;-6.82297066664565;13.711564609575849;21.277823707954816;-2.017144753598191;-2.308318222184085;5.191704044282697;-4.615581758770246;4.327776559876812;3.31099086803942;-0.15108896264578098;4.59415171805149;1.9272209202197625;-5.550262433637521;0.5475974856601297;-5.282329623006747;6.6919820919377315;-3.663561872611255;-5.454894039916535;-2.9424283040004493
