id;view;wing;side;x;y;minor_axis;major_axis;distance_contours;distance_CU2;A_wing
ACC0380;D;Post;g;347.0769653;350.6870422;6.680737495;9.456638336;17.96151305;224.8522169;10262
ACC0380;D;Post;g;347.5469666;310.3025818;14.93450832;15.93319035;33.12763333;185.215503;10262
ACC0380;D;Post;g;425.3905029;274.5003357;4.433537483;8.607230186;5.202162657;149.3124478;10262
ACC0380;V;Ant;g;400.0916443;238.9358063;14.15066051;15.2704668;18.33072918;;11512
ACC0380;V;Ant;g;379.2913818;215.8452148;15.20475483;20.46687698;17.36218182;;11512
ACC0380;V;Ant;g;344.5003052;202.0506287;8.783022881;10.58021069;30.79719309;;11512
ACC0380;V;Ant;g;367.3389587;192.6668396;8.525874138;10.18503189;9.424234935;;11512
ACC0380;V;Ant;g;358.3227234;183.249054;4.677975655;7.616701603;7.726082437;;11512
ACC0380;V;Post;g;420.7921143;282.4211121;6.481405258;8.97291851;10.42318536;155.9962264;10224
ACC0380;V;Post;g;394.5380249;318.7075195;8.579843521;13.03690338;15.39392861;189.054381;10224
ACC0380;V;Post;g;399.9273071;299.5357056;6.908931255;13.6255331;28.53570557;170.1596061;10224
ACC0381;D;Ant;g;409.8632507;239.6663818;4.666532516;7.378270626;7.638967261;;11374
ACC0381;D;Ant;g;332.7611389;235.5143433;6.064996243;13.25274658;27.31759481;;11374
ACC0381;D;Ant;g;389.5007629;221.6425476;5.602902412;11.21613407;10.70733816;;11374
ACC0381;D;Ant;g;325.1695862;205.5850983;5.129098892;7.747127056;24.28992891;;11374
ACC0381;D;Ant;g;325.4761963;191.1981049;4.536392689;8.786299706;24.50550224;;11374
ACC0381;D;Ant;g;346.0323181;177.9823608;8.756510735;11.03062248;8.030931605;;11374
ACC0381;D;Ant;g;368.5350647;265.4202881;9.775823593;13.49570179;15.57971191;;11374
ACC0381;D;Ant;g;398.8434448;244.0677948;14.89447021;19.09713936;18.5434157;;11374
ACC0381;D;Ant;g;380.045166;222.3130035;16.11275864;21.47290421;18.47400234;;11374
ACC0381;D;Ant;g;351.0747375;209.7558899;6.222784996;6.502781391;29.16859293;;11374
ACC0381;D;Ant;g;367.7604675;196.3175507;6.58764267;7.00513792;8.429239235;;11374
ACC0381;D;Post;g;342.7623596;356.6740112;5.872532845;9.162753105;11.37618024;234.1310162;8585
ACC0381;D;Post;g;330.5966492;342.4793701;4.344741344;5.945931911;14.2453981;222.6493954;8585
ACC0381;D;Post;g;346.0889282;317.3538208;10.48946762;13.37073994;31.46655112;194.839942;8585
ACC0381;D;Post;g;345.8712769;317.4164429;11.24683189;13.80122185;31.36781781;194.9418575;8585
ACC0381;V;Ant;g;395.0287476;247.2523956;13.43606567;17.51220322;18.54291938;;9994
ACC0381;V;Ant;g;375.0544434;227.9569397;12.45121098;16.53643417;20.43715115;;9994
ACC0381;V;Ant;g;348.0381165;215.0280457;7.857592106;11.65609264;29.69140054;;9994
ACC0381;V;Ant;g;366.7397461;202.7887726;7.012065411;7.340562344;8.519948337;;9994
ACC0381;V;Post;g;343.070282;359.1081543;4.224887371;8.985199928;9.872715166;236.4797776;8576
ACC0381;V;Post;g;379.5704346;352.6374512;5.995838642;10.28784275;10.84774788;226.7741785;8576
ACC0381;V;Post;g;347.8645935;329.4214478;6.019165993;9.743008614;35.19427501;206.4090196;8576
ACC0381;V;Post;g;392.3150024;328.9369507;6.378565788;12.72342491;11.13555074;203.3140064;8576
ACC0381;V;Post;g;351.242218;315.757782;5.284573555;10.54413223;29.06899445;192.3771223;8576
ACC0381;V;Post;g;364.1869812;289.6263428;4.201339722;7.258635521;8.628369001;164.7295466;8576
ACC0381;V;Post;g;379.8009949;288.4799194;4.767352104;9.565612793;10.47991943;162.6189048;8576
ACC0382;D;Ant;g;355.8486328;264.1426392;21.13031578;26.33414268;19.8353063;;21436
ACC0382;D;Ant;g;390.7503357;231.3336182;24.66236877;27.24349785;23.43805443;;21436
ACC0382;D;Ant;g;360.5913391;203.8752747;21.08701324;27.32767487;20.78019568;;21436
ACC0382;D;Ant;g;319.7646484;190.1615295;11.83389187;15.54945087;34.10381937;;21436
ACC0382;D;Ant;g;335.9448853;172.0940399;7.842610359;11.26779461;10.40460221;;21436
ACC0382;D;Post;g;348.2108154;336.8675537;20.17953491;24.118536;47.88286512;261.6645607;16228
ACC0382;D;Post;g;347.5;335.5;7.313598633;7.313598633;46.50268809;260.3827803;16228
ACC0382;D;Post;g;375.0594177;293.9963989;10.24008656;16.53703117;7.996398926;217.2797306;16228
ACC0382;V;Ant;g;361.7849731;210.3252563;12.49205208;21.90732574;12.59633007;;17978
ACC0382;V;Ant;g;388.3140259;241.6196442;20.29897499;21.66628075;21.43947573;;17978
ACC0382;V;Ant;g;355.3651733;220.0419617;15.88804722;20.94153404;24.24022949;;17978
ACC0382;V;Ant;g;318.2325439;206.8735657;9.783207893;10.48667336;32.89335453;;17978
ACC0382;V;Post;g;374.3850403;370.0674744;7.822554588;11.94811344;23.96583748;293.3535547;16083
ACC0382;V;Post;g;428.1610413;309.8250122;7.283241272;12.29563999;8.366379941;238.7928342;16083
ACC0382;V;Post;g;371.9220581;376.6204529;9.268809319;11.94344521;24.90875162;299.9326452;16083
ACC0382;V;Post;g;343.9300842;341.8322144;9.746872902;10.34303665;42.77182241;267.0867227;16083
ACC0382;V;Post;g;368.8672485;298.4788818;6.636989117;7.075863838;15.60685282;221.88461;16083
ACC0382;V;Post;g;420.4694519;288.2643738;12.49166775;20.94935417;12.5305481;216.0955075;16083
ACC0383;V;Ant;d;547.8005981;205.0906982;8.014269829;12.98238754;13.00967804;;16784
ACC0383;V;Ant;d;593.7313232;205.5074921;10.61547852;17.72110176;37.4524926;;16784
ACC0383;V;Ant;d;554.7783813;268.632019;16.30405235;19.66630363;16.41842044;;16784
ACC0383;V;Ant;d;522.395874;233.6448975;19.79852104;21.9327507;20.53492645;;16784
ACC0383;V;Ant;d;555.8186646;213.5346222;12.9842701;18.4251442;24.51926351;;16784
ACC0384;D;Ant;d;529.9331665;259.3268738;21.71978188;30.75457573;17.67312622;;17654
ACC0384;D;Ant;d;497.3635559;229.3073273;19.70398331;31.54977989;23.14265385;;17654
ACC0384;D;Ant;d;526.1248169;206.6152191;16.61131287;30.65222168;23.60122114;;17654
ACC0384;D;Ant;d;563.1340332;198.4343109;16.05339241;17.5651226;38.17543474;;17654
ACC0384;D;Ant;d;547.9703979;176.3348389;9.629562378;12.4817791;11.46794446;;17654
ACC0384;V;Ant;d;541.9924316;267.7161865;12.02269554;22.47154045;10.10587468;;15396
ACC0384;V;Ant;d;509.7272339;237.5386963;17.65736198;21.12546158;22.145426;;15396
ACC0384;V;Ant;d;540.2786255;218.0726929;13.99014568;20.88721275;24.63315134;;15396
ACC0385;D;Ant;g;334.4541626;256.203064;20.61404419;28.2060051;19.59798757;;17151
ACC0385;D;Ant;g;370.7096863;225.7006226;20.0689888;32.8422699;19.81768761;;17151
ACC0385;D;Ant;g;346.426178;203.2891388;16.74477959;27.8792572;18.99498176;;17151
ACC0385;D;Ant;g;309.8555298;189.6424866;15.03469944;16.74954987;29.70857095;;17151
ACC0385;D;Ant;g;326.9686279;174.5008087;10.32721043;18.80072403;7.447376455;;17151
ACC0385;D;Post;g;363.0549622;361.3724976;15.68605232;36.04220963;15.37897689;259.8027058;12913
ACC0385;D;Post;g;332.4035034;322.5670166;20.41976357;23.72827721;42.84915113;227.6223763;12913
ACC0385;D;Post;g;332.5005188;322.5925293;20.86447334;24.34224892;42.89754525;227.6207573;12913
ACC0385;D;Post;g;360.9618225;285.2666016;11.09309864;20.09346581;8.276444639;184.8173484;12913
ACC0385;V;Ant;g;337.1206665;259.4197693;17.57634163;20.20573425;15.70052746;;15238
ACC0385;V;Ant;g;370.9136963;229.5140991;18.76715851;25.49225616;19.35068454;;15238
ACC0385;V;Ant;g;346.787262;208.8946228;15.60709953;25.99577332;17.51354706;;15238
ACC0385;V;Ant;g;309.3487854;198.3516541;11.38386631;13.87201786;28.79343716;;15238
ACC0385;V;Ant;g;324.3915405;182.6409607;8.341197014;11.75940418;7.557998326;;15238
ACC0385;V;Post;g;328.5090637;326.6430969;9.759510994;9.814060211;41.01476698;232.6139714;12884
ACC0385;V;Post;g;400.8363647;279.5595398;14.03551292;19.28432465;9.163635254;176.2906241;12884
ACC0386;D;Ant;d;536.7155151;257.5211792;4.157393932;7.945239067;24.3053446;;12949
ACC0386;D;Ant;d;542.3152466;239.1006012;6.228626728;9.673398018;37.18261062;;12949
ACC0386;D;Ant;d;489.3148193;210.6394806;6.660889626;11.07135963;8.452966543;;12949
ACC0386;D;Ant;d;555.1141968;196.680191;7.242651939;12.18274689;28.8449851;;12949
ACC0386;D;Ant;d;475.9619141;235.5787048;10.87985897;18.78919601;21.72444108;;12949
ACC0386;D;Ant;d;502.7249756;219.564209;12.31705475;20.29545784;23.08689693;;12949
ACC0386;D;Ant;d;531.8914185;211.759964;7.170637131;11.08391571;32.1900377;;12949
ACC0386;V;Post;d;516.1090698;324.7510376;5.367919922;8.04518795;35.10217204;326.9535043;9496
ACC0386;V;Post;d;484.7960205;287.6254272;4.744606495;5.81437397;6.673075366;279.2906292;9496
ACC0387;D;Post;d;501.9695435;325.5059204;6.369665146;8.863973618;18.21398679;282.7964487;9677
ACC0387;D;Post;d;450.8356934;260.5344543;4.277687073;6.867630005;18.92719053;203.8485299;9677
ACC0387;D;Post;d;463.1850586;323.971405;6.345487118;13.18067265;7.258310727;251.9616369;9677
ACC0387;D;Post;d;504.6624756;286.4724426;9.732941628;10.78655624;34.95906459;263.3769308;9677
ACC0387;D;Post;d;479.3032532;248.6018982;4.874890327;9.363314629;5.610100343;223.3575158;9677
ACC0387;V;Ant;d;519.3171387;186.4616547;8.704797745;12.00951672;27.85172762;;10578
ACC0387;V;Ant;d;504.872406;170.5619354;5.8404603;11.25667763;7.612092985;;10578
ACC0387;V;Ant;d;492.8737793;231.7395477;7.311302185;9.160226822;9.260452271;;10578
ACC0387;V;Ant;d;470.2718506;207.0864258;10.90499878;15.16676903;18.56718362;;10578
ACC0387;V;Ant;d;493.6883545;192.3804321;9.409869194;12.20250702;19.89833244;;10578
ACC0388;D;Ant;g;350.6081238;269.4926147;10.22501564;17.70747757;17.51177048;;13354
ACC0388;D;Ant;g;314.8032227;260.1407471;7.559074879;13.03851318;24.52144382;;13354
ACC0388;D;Ant;g;407.1064148;257.0785217;6.627549648;8.454139709;7.051344435;;13354
ACC0388;D;Ant;g;391.9833984;239.8802795;6.41818428;10.335783;7.584768139;;13354
ACC0388;D;Ant;g;312.1228638;241.6609497;6.896366119;12.96887112;34.26720024;;13354
ACC0388;D;Ant;g;332.1371155;216.9050293;10.10948849;19.19371223;33.26154677;;13354
ACC0388;D;Ant;g;352.1980896;200.8784637;7.460492611;10.69602013;8.259449152;;13354
ACC0388;D;Ant;g;305.7526245;193.4172363;4.543731689;8.556576729;27.81822584;;13354
ACC0388;D;Ant;g;329.0856934;182.075943;8.062147141;10.46579075;7.065097807;;13354
ACC0388;D;Ant;g;381.039917;249.6468506;14.43972683;21.20395279;21.74488848;;13354
ACC0388;D;Ant;g;357.6703491;228.9099884;12.20964336;17.20355988;24.9181879;;13354
ACC0388;D;Post;g;377.3239136;374.8992615;12.19809628;14.51367092;8.278700515;273.4436883;10280
ACC0388;D;Post;g;364.2244873;364.9118042;6.732664585;8.90883255;23.59593728;263.9430564;10280
ACC0388;D;Post;g;338.562439;333.9700623;7.734305859;10.78282642;38.44932535;236.2580256;10280
ACC0388;D;Post;g;406.0553589;309.8355713;10.87556648;13.57826614;15.35103804;209.9149191;10280
ACC0388;D;Post;g;338.7011719;371.0251465;6.530585289;7.973383904;18.15672302;272.7811749;10280
ACC0388;D;Post;g;364.2133789;364.8746643;6.412668705;8.067695618;23.62051249;263.9066755;10280
ACC0388;D;Post;g;394.9067993;319.7237549;8.945345879;13.01478863;22.88865463;218.720097;10280
ACC0388;V;Ant;g;349.1206665;277.3744812;14.00357533;18.0210743;9.807268047;;11691
ACC0388;V;Ant;g;368.2608337;260.8785095;9.973929405;13.05379391;23.12149048;;11691
ACC0388;V;Ant;g;358.6659851;232.2442169;8.503302574;16.07719994;14.55100726;;11691
ACC0388;V;Ant;g;323.8556824;230.9609833;10.29575729;19.00741959;32.23042466;;11691
ACC0388;V;Ant;g;342.1034546;211.662674;5.246806145;11.09832382;6.72272399;;11691
ACC0388;V;Ant;g;376.6505737;255.1319885;11.83777237;16.48640633;20.93915556;;11691
ACC0388;V;Ant;g;350.6812744;238.4555511;10.19866371;15.37887192;24.15666312;;11691
ACC0388;V;Post;g;415.9560547;321.6581726;4.333732605;6.889116764;6.043945313;223.010437;10244
ACC0388;V;Post;g;365.6320801;299.2366638;7.792683125;9.187147141;11.23666382;198.3245337;10244
ACC0388;V;Post;g;408.2233887;298.1999817;13.33709621;14.46855354;10.19998169;198.6607876;10244
ACC0389;D;Ant;d;545.4471436;232.6371002;11.14132404;18.5471096;38.78313461;;14279
ACC0389;D;Ant;d;522.6027832;210.5692749;11.75650406;14.5101223;7.225125338;;14279
ACC0389;D;Ant;d;521.618042;281.3306274;12.13603306;17.7551899;19.67908008;;14279
ACC0389;D;Ant;d;463.6107483;269.7749634;5.289966106;7.105589867;17.95040887;;14279
ACC0389;D;Ant;d;487.4338989;254.6403351;12.86767864;21.04457092;21.28279868;;14279
ACC0389;D;Ant;d;514.3291626;236.6736603;9.043209076;17.67226791;24.06241507;;14279
ACC0389;D;Post;d;480.304657;386.2717896;12.21496773;18.06371307;10.30465698;364.4571958;10791
ACC0389;D;Post;d;495.5848694;373.7080383;7.236424923;10.86335945;27.56679135;363.7664148;10791
ACC0389;D;Post;d;504.7884827;361.4738464;7.540811062;10.98361301;39.51188903;360.3524483;10791
ACC0389;D;Post;d;521.5578003;346.3623657;15.84601974;19.53192902;38.58351103;360.7920268;10791
ACC0389;D;Post;d;470.9884338;317.1874695;9.405833244;13.39987278;17.18746948;304.8013224;10791
ACC0389;D;Post;d;493.0161438;308.7722778;10.31020451;15.18344784;7.834301227;314.0863029;10791
ACC0389;D;Post;d;503.4216614;396.3587646;5.144682407;10.66225815;17.64123535;386.389715;10791
ACC0389;D;Post;d;496.9010925;366.4130859;7.628616333;12.52650928;30.84860774;358.9677207;10791
ACC0389;V;Ant;d;522.0042114;283.7756042;7.932501793;12.80275917;17.34060762;;12622
ACC0389;V;Ant;d;545.4841919;234.2669525;11.86051178;18.07085419;34.09180951;;12622
ACC0389;V;Ant;d;489.9855347;256.4248047;10.13270283;16.13019562;19.75996409;;12622
ACC0389;V;Ant;d;516.2644653;240.0322723;8.019281387;15.43427277;22.99212511;;12622
ACC0389;V;Post;d;480.7966003;383.1356201;6.061909199;10.38899231;11.17010524;362.2110315;10709
ACC0389;V;Post;d;509.131134;366.9575806;6.682731152;7.998035908;41.91003099;367.3382343;10709
ACC0389;V;Post;d;523.5215454;351.290741;8.956344604;11.7397871;36.13373694;365.6739542;10709
ACC0389;V;Post;d;500.8358459;311.6604309;8.014324188;9.116426468;12.64821476;321.7401737;10709
ACC0390;D;Ant;g;393.9480591;258.2835999;16.27531242;24.25755119;12.71640015;;13311
ACC0390;D;Ant;g;300.6089172;198.2433624;7.013261318;10.7861824;22.63054065;;13311
ACC0390;D;Ant;g;361.7109375;229.5900116;15.8374958;20.88660812;17.20984874;;13311
ACC0390;D;Ant;g;332.590271;213.1534119;13.31586361;15.84883785;20.91091058;;13311
ACC0390;D;Ant;g;296.0668945;205.208252;9.832927704;14.04245567;30.85107075;;13311
ACC0390;D;Ant;g;312.1577759;186.4411774;7.624714375;10.67658615;6.699444425;;13311
ACC0390;D;Post;g;322.6925354;374;4.696092606;5.934809685;15.9742011;277.5885478;10720
ACC0390;D;Post;g;361.986908;359.5830078;6.653399944;10.39987278;9.013092041;254.5286165;10720
ACC0390;D;Post;g;292.2680969;353.6578674;5.134553909;7.495612144;10.23482955;269.3006167;10720
ACC0390;D;Post;g;340.4727478;285.0201111;8.269108772;11.09939957;8.020111084;187.5077578;10720
ACC0390;V;Ant;g;285.1962891;252.5221863;6.264137268;9.335341454;23.10407965;;12455
ACC0390;V;Ant;g;395.1581116;255.6124878;18.95187187;28.33839607;11.84188843;;12455
ACC0390;V;Ant;g;279.716156;236.3572693;4.982018948;7.174766541;26.87554084;;12455
ACC0390;V;Ant;g;340.0375977;213.765564;8.122894287;12.22088909;9.215715963;;12455
ACC0390;V;Ant;g;286.0247192;176.077301;4.559148788;7.193895817;6.390252095;;12455
ACC0390;V;Ant;g;326.7178955;261.5736084;10.36094761;12.02736282;18.4263916;;12455
ACC0390;V;Ant;g;358.3714905;238.3287201;13.96983719;16.05383873;16.2776704;;12455
ACC0390;V;Ant;g;331.5510864;220.5627747;11.01799011;12.21899414;19.82290801;;12455
ACC0390;V;Ant;g;297.6484985;210.353363;7.36324501;9.270314217;29.90252321;;12455
ACC0390;V;Ant;g;313.6997681;193.6204376;6.098664284;8.460630417;7.397413408;;12455
ACC0390;V;Post;g;356.8917236;359.9836121;7.074754715;9.844923973;9.594753493;255.8071014;10643
ACC0390;V;Post;g;315.1251831;330.6575623;5.145834446;10.48297119;33.08039649;239.1700551;10643
ACC0390;V;Post;g;371.9674683;324.5297546;6.5952425;13.68923855;10.31434153;218.3519877;10643
ACC0390;V;Post;g;320.942688;329.7968445;5.155879021;10.71635818;36.58537427;236.2705898;10643
ACC0390;V;Post;g;400.493042;307.8691406;5.911530018;10.1910162;6.506958008;199.3978846;10643
ACC0390;V;Post;g;339.2492676;289.5222778;8.075104713;11.14651012;8.194046838;192.1591356;10643
ACC0391;D;Ant;d;521.1752319;259;7.087763786;7.584492683;23;;18813
ACC0391;D;Ant;d;435.4483948;273.5122986;8.665155411;14.70050335;7.487701416;;18813
ACC0391;D;Ant;d;481.1018982;231.5196533;18.15338898;23.54365158;20.24064883;;18813
ACC0391;D;Ant;d;510.4071045;208.5704956;14.20850468;19.72294617;24.03987092;;18813
ACC0391;D;Ant;d;547.5526733;190.8107605;13.50277138;18.27898216;35.80588603;;18813
ACC0391;D;Ant;d;526.0219727;173.2390594;10.79189873;14.07667828;8.671217762;;18813
ACC0391;D;Ant;d;561.2789917;146.4934235;6.168381214;10.62446499;8.629088315;;18813
ACC0391;D;Post;d;495.4730225;380.6271057;8.915700912;12.13080978;9.534899793;387.9228052;14197
ACC0391;D;Post;d;574.8295288;362.0925293;5.164057732;8.182342529;16.17047119;431.6235449;14197
ACC0391;D;Post;d;543.1768799;339.0732117;8.651134491;8.980415344;40.78887726;392.5755591;14197
ACC0391;D;Post;d;543.1060181;338.8125;9.347050667;9.553383827;40.60133788;392.3534523;14197
ACC0391;D;Post;d;515.6234741;294.4801331;10.55604649;13.16825008;8.480133057;343.1658983;14197
ACC0391;D;Post;d;456.4925232;291.8457947;5.48904562;12.11797333;5.866506159;296.5048382;14197
ACC0391;V;Ant;d;578.2384033;249.1564331;5.892055988;8.038105965;20.74141233;;16569
ACC0391;V;Ant;d;549.309021;195.5301971;8.768657684;17.80473328;28.1705813;;16569
ACC0391;V;Ant;d;488.7987366;237.9663544;13.4459219;16.34676552;19.83300138;;16569
ACC0391;V;Ant;d;516.4638672;214.3226776;10.89397907;14.5307951;21.06226782;;16569
ACC0391;V;Ant;d;556.5516357;199.6780853;8.435511589;11.35424328;36.09928642;;16569
ACC0391;V;Ant;d;534.7539063;181.6910553;9.554255486;12.62802219;8.092809921;;16569
ACC0392;D;Ant;g;343.2340088;225.0919037;8.871767044;10.10976791;23.88638763;;19807
ACC0392;D;Ant;g;441.6342163;240.5167999;5.898913383;11.12522602;6.483200073;;19807
ACC0392;D;Ant;g;343.1838074;225.0756836;8.456385612;10.03520298;23.91620297;;19807
ACC0392;D;Ant;g;295.3000488;207.5677948;6.406213284;10.7778244;28.67730608;;19807
ACC0392;D;Ant;g;389.9225769;197.4028168;15.28968716;24.99001122;23.02578378;;19807
ACC0392;D;Ant;g;360.5794067;172.0307159;10.41860199;17.80129623;24.36075436;;19807
ACC0392;D;Ant;g;321.9443665;155.0110474;15.59513187;24.47020912;35.26853138;;19807
ACC0392;D;Ant;g;311.4750977;116.2585068;8.400149345;10.1544838;8.97930235;;19807
ACC0392;D;Post;g;345.528656;371.3520508;10.93632507;12.49188995;18.65544122;266.5743377;15245
ACC0392;D;Post;g;326.0832214;358.4668579;7.912295818;11.45753574;21.65137575;259.2672325;15245
ACC0392;D;Post;g;376.774353;348.8622131;13.48070335;16.57544518;10.69624057;239.0451811;15245
ACC0392;D;Post;g;297.387146;328.1987305;8.210543633;11.01075649;15.84972908;241.9362132;15245
ACC0392;D;Post;g;331.986969;303.986969;10.32953548;10.9626894;43.2485447;205.8638056;15245
ACC0392;D;Post;g;314.4253235;272.9753723;6.533610821;8.507235527;9.475722873;185.1282745;15245
ACC0392;D;Post;g;332.0542603;304.1237793;10.68731403;11.82997417;43.38048421;205.9679231;15245
ACC0392;D;Post;g;359.7900696;259.864502;10.15722752;12.7623024;7.864501953;155.0988389;15245
ACC0392;V;Ant;g;427.3911743;239.2217865;8.948357582;11.20694065;7.778213501;;17227
ACC0392;V;Ant;g;305.0675964;233.3518372;5.093859673;9.685824394;18.8953546;;17227
ACC0392;V;Ant;g;400.1731873;204.2751312;7.962331772;15.56621742;12.26485652;;17227
ACC0392;V;Ant;g;297.1867981;192.5149231;7.702205658;8.836622238;33.04567064;;17227
ACC0392;V;Ant;g;331.2949219;158.5121918;11.63872147;13.04340935;26.34758849;;17227
ACC0392;V;Ant;g;389.3968811;209.5989227;13.95010376;18.68826103;22.78116668;;17227
ACC0392;V;Ant;g;362.398468;183.2820282;8.117797852;13.16301632;23.96412658;;17227
ACC0392;V;Ant;g;323.7557983;166.5892181;10.5125351;14.71277618;37.39565048;;17227
ACC0392;V;Ant;g;345.9915771;147.5943451;5.21051836;9.658968925;8.911502675;;17227
ACC0392;V;Post;g;335.9205933;371.5344238;10.38056278;13.28541756;16.92590471;269.0550171;15172
ACC0392;V;Post;g;318.4797363;358.105835;6.095810413;10.21151447;15.82615487;261.3392949;15172
ACC0392;V;Post;g;369;353.5;5.465391636;7.241978645;14.53444185;244.6717684;15172
ACC0392;V;Post;g;296.4692078;323.9568481;7.671895027;10.36377144;16.46920776;238.5599274;15172
ACC0392;V;Post;g;392.8219299;313.2245483;7.969913006;13.46702576;15.30095354;202.1062209;15172
ACC0392;V;Post;g;369.8074951;258.7322083;5.004412651;9.295730591;6.732208252;151.3827984;15172
ACC0392;V;Post;g;368.9916992;353.1375122;5.559698582;8.528550148;14.70746844;244.3144388;15172
ACC0393;D;Ant;d;562.3529053;281.2334595;5.056863785;8.615365982;15.21026032;;15669
ACC0393;D;Ant;d;526.4248047;270.6998901;11.66850471;12.68341446;19.80083678;;15669
ACC0393;D;Ant;d;513.9091187;216.2293396;6.496552467;12.06334686;10.13112597;;15669
ACC0393;D;Ant;d;556.1141968;210.9333649;9.346302986;19.17980576;25.48459523;;15669
ACC0393;D;Ant;d;446.3410645;277.9453735;5.538793564;9.284964561;6.341064453;;15669
ACC0393;D;Ant;d;526.4385986;270.8995972;11.24214268;12.57066441;19.60934844;;15669
ACC0393;D;Ant;d;494.0407715;241.0841064;16.33796692;20.32620621;18.69301747;;15669
ACC0393;D;Ant;d;524.3162231;222.9411316;12.66102886;18.44189835;21.21181532;;15669
ACC0393;D;Ant;d;552.9709473;217.300415;4.598407745;9.692591667;30.22512422;;15669
ACC0393;D;Ant;d;564.1328735;215.5858612;7.400668144;11.28939438;33.57151454;;15669
ACC0393;D;Ant;d;545.1879272;197.0708923;8.321146011;14.1903944;8.769954818;;15669
ACC0393;D;Ant;d;576.9412842;181.5157166;8.108546257;10.95871449;8.486443088;;15669
ACC0393;D;Post;d;512.5550537;398.0190735;10.15028858;11.34130955;15.98092651;402.6436757;11819
ACC0393;D;Post;d;533.9378052;389.5307312;7.715723991;10.68690205;16.23405609;410.5506847;11819
ACC0393;D;Post;d;548.1647949;373.4819641;5.029330254;7.702472687;21.1412786;409.1742107;11819
ACC0393;D;Post;d;490.3303223;376.5860596;13.00172043;15.481143;9.637531944;371.9399487;11819
ACC0393;D;Post;d;563.3989868;363.4070129;8.713224411;11.55792046;13.78648024;413.5990375;11819
ACC0393;D;Post;d;562.6773071;334.249054;4.677975655;7.616701126;10.39342755;394.4066493;11819
ACC0393;D;Post;d;471.4745178;333.7162476;11.57214832;20.98137474;9.495682561;327.1756812;11819
ACC0393;D;Post;d;499.9432678;368.3508911;4.593354702;6.681899548;21.02247798;371.9689252;11819
ACC0393;D;Post;d;503.4443359;325.4889221;14.48814583;18.19918823;34.48892212;343.7032009;11819
ACC0393;D;Post;d;522.9958496;300.3519897;5.303668022;8.974485397;6.430870217;342.2688406;11819
ACC0394;D;Ant;g;349.733429;251.3407288;6.799081326;8.892251968;24.89110361;;16797
ACC0394;D;Ant;g;307.0968018;231.8786926;5.714698315;12.10222721;26.08425471;;16797
ACC0394;D;Ant;g;305.3183899;213.1778107;7.653141022;13.80464172;31.32918034;;16797
ACC0394;D;Ant;g;391.6235962;229.726059;15.85188293;21.06262779;24.52435935;;16797
ACC0394;D;Ant;g;366.5760193;205.584259;16.33214951;22.19431496;24.52898452;;16797
ACC0394;D;Ant;g;359.9229736;178.4182587;7.191898346;11.766078;10.31660793;;16797
ACC0394;D;Post;g;379.6925354;371.136261;7.441235065;11.08003235;11.3074646;277.1472437;12715
ACC0394;D;Post;g;335.6268005;332.1758423;16.10178947;20.54707336;38.0580455;243.6763188;12715
ACC0394;D;Post;g;379.7218323;371.0708008;7.657855034;10.9765625;11.27816772;277.0809782;12715
ACC0394;D;Post;g;334.6437378;331.6663818;10.89859676;12.69425106;36.99529592;243.3904907;12715
ACC0394;D;Post;g;372.4477234;319.6991577;5.612076283;8.019767761;38.63772413;226.1046134;12715
ACC0394;D;Post;g;310.6257935;321.2324829;4.798469067;10.32948303;11.84425447;239.8119625;12715
ACC0394;D;Post;g;400.4405823;294.6363831;4.778607368;9.165230751;15.64258891;200.9475631;12715
ACC0394;V;Ant;g;349.5659485;256.7153015;5.90760994;8.435898781;20.43021291;;15265
ACC0394;V;Ant;g;376.1697693;204.5717926;11.34986877;16.29211044;12.40828268;;15265
ACC0394;V;Ant;g;330.7962036;153.8232574;7.42240572;11.03239059;7.182077091;;15265
ACC0394;V;Ant;g;390.0682068;235.7257385;11.98318481;17.24247551;20.97104181;;15265
ACC0394;V;Ant;g;365.9320679;212.6038513;13.45947075;16.93048286;25.42050503;;15265
ACC0394;V;Ant;g;361.5982666;186;5.995013237;7.147967815;10.89067013;;15265
ACC0394;V;Post;g;333.6594238;332.8491516;15.79956722;17.75319099;37.12791333;244.7600253;12752
ACC0394;V;Post;g;421.4993896;302.8703613;12.62078857;19.84823799;9.500610352;211.5076456;12752
ACC0394;V;Post;g;347.0743103;292.3826599;6.831309795;12.03716755;9.382659912;202.3755007;12752
ACC0394;V;Post;g;363.9008484;289.8345642;9.699590683;18.2172451;10.25346647;197.1599035;12752
ACC0394;V;Post;g;334.5;381.5;5.66751194;8.599878311;14.8492424;292.2584989;12752
ACC0394;V;Post;g;377.849823;374.3170776;9.608464241;11.86457253;8.94367387;280.3846513;12752
ACC0394;V;Post;g;333.5864868;333.1903381;10.73633957;11.03582001;37.31885081;245.1088978;12752
ACC0394;V;Post;g;387.6716309;324.2391663;4.617440701;8.605464935;24.17298069;230.1380631;12752
ACC0395;D;Ant;d;615.7096558;238.9642487;6.504057884;11.38355827;34.59786826;;19112
ACC0395;D;Ant;d;623.0994873;199.6461029;5.401023388;9.549141884;41.95649329;;19112
ACC0395;D;Ant;d;631.850647;188.2812958;7.968682766;11.51685333;35.19134784;;19112
